,Participant,Task,Trial,Cosine Error,Static Cosine Error,Moving Cosine Error,Euclidean Error,Static Euclidean Error,Moving Euclidean Error,Spatial Precision_Transition,Spatial Precision_Fixation,Spatial Precision_Pursuit,Recalibrated_Euclidean Error,Recalibrated_Static Euclidean Error,Recalibrated_Moving Euclidean Error,Recalibrated_Spatial Precision_Transition,Recalibrated_Spatial Precision_Fixation,Recalibrated_Spatial Precision_Pursuit
2023-08-04 10:29:59,p08,calibration,1,1.4313739750264298,1.4313739750264298,,1.5225406375773496,1.5225406375773496,,2.630567859476608,0.3734933128395719,,2.2280863126219077,2.2280863126219077,,2.5049339059289384,0.3546636842336615,
2023-08-04 10:49:36,p08,calibration,2,1.9619961770328533,1.9619961770328533,,2.1186349157527946,2.1186349157527946,,2.3422194763259414,0.668836233496388,,2.7649059432017764,2.7649059432017764,,2.2515686541076483,0.6350378210927528,
2023-08-04 10:10:27,p08,screenStabilized_headConstrained,1,1.8478935019944345,1.9387319253449138,1.820717463983765,1.918111133483634,2.04110005922796,1.8813166626238358,,,0.7359522398282557,2.131613539030881,2.5138946911420867,2.0172468785654787,,,0.6909986298743238
2023-08-04 10:33:46,p08,screenStabilized_headConstrained,2,2.431634157876047,2.1184701558170476,2.5253231114006236,2.532810530031522,2.26505180547965,2.612915633221556,,,0.8723997300586678,3.0834202254130125,3.2392317809117244,3.036806242050516,,,0.831068949535783
2023-08-04 10:07:59,p08,screenStabilized_walking,1,2.7089947997341075,3.2472020514860995,2.5475699910623693,3.8644016098256286,4.64657029949268,3.629805307625097,,,,9.527915967270152,9.581715096296037,9.511779963748387,,,
2023-08-04 10:31:33,p08,screenStabilized_walking,2,3.1492417244374526,3.968747095547369,2.904525686366986,4.938251554715935,5.185807184301225,4.864327899045318,,,,8.889572864318506,8.878249197294833,8.892954273432041,,,
2023-08-04 10:16:18,p08,worldStabilized_bodyConstrained,1,1.933305467069191,1.32071310027979,2.1165740975768235,2.0969467814327682,1.4853601905559133,2.2799145149914946,,,,3.075797708708789,2.9194383468617957,3.122575578735037,,,
2023-08-04 10:38:04,p08,worldStabilized_bodyConstrained,2,1.7426806671662416,1.4326035476271877,1.8354461212111663,1.9263950292680603,1.635607134495769,2.0133897457096324,,,,3.4161363220516883,3.4932099989256,3.3930782691365016,,,
2023-08-04 10:24:49,p08,worldStabilized_sphere,1,3.431896954503967,2.5912277352772155,4.429888443116106,4.758049333800473,3.338922839992411,6.442750200316228,,,,10.150636120549219,9.269064417121724,11.197184556604943,,,
2023-08-04 10:45:04,p08,worldStabilized_sphere,2,3.1677394492011937,2.4358908899424665,4.036187677740599,4.413685923969466,3.1548231994578235,5.907515609422096,,,,9.956516861652277,9.302895185576219,10.732137144758605,,,
2023-08-04 10:19:59,p08,worldStabilized_sphere_VR,1,3.626483092404217,2.681474610292535,4.745987924221242,5.076159444103811,3.438104174512676,7.01668254395245,,,,10.079692961312897,9.250506121041985,11.061989619738732,,,
2023-08-04 10:40:38,p08,worldStabilized_sphere_VR,2,3.3639185478510614,2.4266945449051134,4.478752948144278,4.634088697586009,2.990197094644799,6.589509070465331,,,,9.782968068971815,8.822996239892356,10.924861164972583,,,
2023-08-04 10:13:33,p08,worldStabilized_walking,1,8.286407700051308,8.3150746844486,8.277831427710845,13.761785972178219,15.037542418955915,13.380119223557742,,,,18.096058554018185,18.346241351027963,18.021211623056807,,,
2023-08-04 10:35:55,p08,worldStabilized_walking,2,5.618566636187294,3.9273845853440714,6.124749531774549,8.186022347487409,5.553011985462832,8.974101199492917,,,,12.602006276131414,11.014514191399925,13.077154022508322,,,
