,Date,Frame,Movement,Camera_Left Eye Position_x,Camera_Left Eye Position_y,Camera_Left Eye Position_z,Camera_Left Eye Rotation_x,Camera_Left Eye Rotation_y,Camera_Left Eye Rotation_z,Camera_Left Eye Rotation_w,Camera_Right Eye Position_x,Camera_Right Eye Position_y,Camera_Right Eye Position_z,Camera_Right Eye Rotation_x,Camera_Right Eye Rotation_y,Camera_Right Eye Rotation_z,Camera_Right Eye Rotation_w,Camera_Center Eye Position_x,Camera_Center Eye Position_y,Camera_Center Eye Position_z,Camera_Center Eye Rotation_x,Camera_Center Eye Rotation_y,Camera_Center Eye Rotation_z,Camera_Center Eye Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Actual Gaze Visual Angle_x,Actual Gaze Visual Angle_y,Expected Gaze Visual Angle_x,Expected Gaze Visual Angle_y,Recalibrated_Actual Gaze Visual Angle_x,Recalibrated_Actual Gaze Visual Angle_y,Cosine Similarity,Euclidean Error,Recalibrated_Euclidean Error
0,07/31/2023 18:19:26.407297,0,start,-0.15,1.24,0.68,-0.00099,0.99548,0.0949,0.00298,-0.21,1.24,0.67,-0.00099,0.99548,0.0949,0.00298,-0.18,1.24,0.67,-0.00099,0.99548,0.0949,0.00298,-0.15,1.24,0.67,0.00095,0.997,0.07644,-0.01242,351.23,181.43,0.0,-0.02,0.15,-0.99,-1.0,0.0,0.02,0.0,0.99,0.15,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00046,0.99705,0.07649,0.00593,351.23,179.32,0.0,0.01,0.15,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.15,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00088,0.99548,0.09491,0.00296,-0.19000000000000122,1.5400000000000365,-1.31000000000024,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.01000000000000123,-0.30000000000003646,1.9800000000002402,0.005050462109072585,-0.15037142800713457,-0.00819653774991257,-0.1942409961814039,0.03272064593939597,-0.1721322019745,2.6221451693532014,2.6256362300919975,2.6647248263256524
1,07/31/2023 18:19:26.421338,1,start,-0.15,1.24,0.68,-0.00102,0.99548,0.09494,0.00305,-0.21,1.24,0.67,-0.00102,0.99548,0.09494,0.00305,-0.18,1.24,0.67,-0.00102,0.99548,0.09494,0.00305,-0.15,1.24,0.67,0.0011,0.99673,0.07956,-0.01374,350.87,181.58,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00047,0.99681,0.07963,0.00589,350.87,179.32,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00099,0.99548,0.09491,0.00299,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
2,07/31/2023 18:19:26.435490,2,start,-0.15,1.24,0.68,-0.00098,0.99548,0.09494,0.00311,-0.21,1.24,0.67,-0.00098,0.99548,0.09494,0.00311,-0.18,1.24,0.67,-0.00098,0.99548,0.09494,0.00311,-0.15,1.24,0.67,0.0011,0.99673,0.07956,-0.01374,350.87,181.58,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00047,0.99681,0.07963,0.00589,350.87,179.32,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00102,0.99548,0.09493,0.00307,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
3,07/31/2023 18:19:26.449489,3,start,-0.15,1.24,0.68,-0.00091,0.99547,0.09502,0.00321,-0.21,1.24,0.67,-0.00091,0.99547,0.09502,0.00321,-0.18,1.24,0.67,-0.00091,0.99547,0.09502,0.00321,-0.15,1.24,0.67,0.00118,0.99672,0.07961,-0.01478,350.87,181.7,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00035,0.99681,0.0797,0.00435,350.86,179.5,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00099,0.99548,0.09496,0.0031,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
4,07/31/2023 18:19:26.464009,4,start,-0.15,1.24,0.68,-0.00084,0.99547,0.09503,0.00331,-0.21,1.24,0.67,-0.00084,0.99547,0.09503,0.00331,-0.18,1.24,0.67,-0.00084,0.99547,0.09503,0.00331,-0.15,1.24,0.67,0.00118,0.99672,0.07961,-0.01478,350.87,181.7,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00035,0.99681,0.0797,0.00435,350.86,179.5,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00091,0.99547,0.09501,0.00321,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
5,07/31/2023 18:19:26.478456,5,start,-0.15,1.24,0.68,-0.00082,0.99547,0.09497,0.00335,-0.21,1.24,0.67,-0.00082,0.99547,0.09497,0.00335,-0.18,1.24,0.67,-0.00082,0.99547,0.09497,0.00335,-0.15,1.24,0.67,0.00118,0.99672,0.07961,-0.01478,350.87,181.7,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00035,0.99681,0.0797,0.00435,350.86,179.5,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00084,0.99547,0.09503,0.00331,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
6,07/31/2023 18:19:26.491995,6,start,-0.15,1.24,0.68,-0.00088,0.99548,0.09494,0.00341,-0.21,1.24,0.67,-0.00088,0.99548,0.09494,0.00341,-0.18,1.24,0.67,-0.00088,0.99548,0.09494,0.00341,-0.15,1.24,0.67,0.00108,0.99673,0.07969,-0.01353,350.86,181.56,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00047,0.9968,0.07976,0.00587,350.85,179.33,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00085,0.99547,0.09498,0.00335,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
7,07/31/2023 18:19:26.506185,7,start,-0.15,1.24,0.68,-0.00089,0.99548,0.09487,0.00337,-0.21,1.24,0.67,-0.00089,0.99548,0.09487,0.00337,-0.18,1.24,0.67,-0.00089,0.99548,0.09487,0.00337,-0.15,1.24,0.67,0.00108,0.99673,0.07969,-0.01353,350.86,181.56,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.00047,0.9968,0.07976,0.00587,350.85,179.33,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00083,0.99548,0.09492,0.00339,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
8,07/31/2023 18:19:26.520179,8,start,-0.15,1.24,0.68,-0.00086,0.99549,0.09484,0.00338,-0.21,1.24,0.67,-0.00086,0.99549,0.09484,0.00338,-0.18,1.24,0.67,-0.00086,0.99549,0.09484,0.00338,-0.15,1.24,0.67,0.00109,0.99681,0.07864,-0.01381,350.98,181.59,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.0004,0.99688,0.07872,0.00506,350.97,179.42,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.0009,0.99548,0.09486,0.00338,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
9,07/31/2023 18:19:26.533953,9,start,-0.15,1.24,0.68,-0.00088,0.99549,0.09479,0.00336,-0.21,1.24,0.67,-0.00088,0.99549,0.09479,0.00336,-0.18,1.24,0.67,-0.00088,0.99549,0.09479,0.00336,-0.15,1.24,0.67,0.00109,0.99681,0.07864,-0.01381,350.98,181.59,0.0,-0.03,0.16,-0.99,-1.0,0.0,0.03,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.21,1.24,0.67,-0.0004,0.99688,0.07872,0.00506,350.97,179.42,0.0,0.01,0.16,-0.99,-1.0,0.0,-0.01,0.0,0.99,0.16,TrackingSpace,0.9980469,-0.17,1.48,-0.55,-0.00086,0.99549,0.09484,0.00338,-0.19500000000000084,1.4800000000000137,-0.8150000000000845,1.0,0.0,-0.009999999999999981,-0.24,1.2200000000000002,0.015000000000000846,-0.24000000000001376,1.4850000000000847,0.0101006665853219,-0.1602306842780621,-0.00819653774991257,-0.1942409961814039,0.03721085933585276,-0.18055539292119063,2.2050779028347542,2.2127515828832034,2.7172504235004666
