,Date,Frame,Movement,Camera_Left Eye Position_x,Camera_Left Eye Position_y,Camera_Left Eye Position_z,Camera_Left Eye Rotation_x,Camera_Left Eye Rotation_y,Camera_Left Eye Rotation_z,Camera_Left Eye Rotation_w,Camera_Right Eye Position_x,Camera_Right Eye Position_y,Camera_Right Eye Position_z,Camera_Right Eye Rotation_x,Camera_Right Eye Rotation_y,Camera_Right Eye Rotation_z,Camera_Right Eye Rotation_w,Camera_Center Eye Position_x,Camera_Center Eye Position_y,Camera_Center Eye Position_z,Camera_Center Eye Rotation_x,Camera_Center Eye Rotation_y,Camera_Center Eye Rotation_z,Camera_Center Eye Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Actual Gaze Visual Angle_x,Actual Gaze Visual Angle_y,Expected Gaze Visual Angle_x,Expected Gaze Visual Angle_y
0,08/13/2023 12:17:18.296016,0,start,0.51,1.2,-0.05,-0.00845,-0.99162,-0.12453,-0.03338,0.45,1.2,-0.05,-0.00845,-0.99162,-0.12453,-0.03338,0.48,1.2,-0.05,-0.00845,-0.99162,-0.12453,-0.03338,0.51,1.2,-0.05,-0.02373,0.97581,0.16809,0.13773,340.45,163.93,0.0,0.26,0.33,-0.91,-0.96,0.0,-0.28,-0.09,0.94,0.32,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02683,0.97314,0.16559,0.1577,340.69,161.59,0.0,0.3,0.33,-0.9,-0.95,0.0,-0.32,-0.1,0.94,0.31,TrackingSpace,0.9980469,0.56,1.51,-1.26,-0.00849,-0.99163,-0.12436,-0.03368,0.950150076488811,1.7600791264439577,-1.590991718098581,1.0,0.0,-0.08000000000000007,-0.31000000000000005,1.21,-0.475150076488811,-0.5600791264439577,1.5359917180985811,-0.30000722470399704,-0.3496543289908347,-0.06601961747867686,-0.25080383995645283
1,08/13/2023 12:17:18.309819,1,start,0.51,1.2,-0.05,-0.0084,-0.99156,-0.12513,-0.03292,0.45,1.2,-0.05,-0.0084,-0.99156,-0.12513,-0.03292,0.48,1.2,-0.05,-0.0084,-0.99156,-0.12513,-0.03292,0.51,1.2,-0.05,-0.02337,0.97612,0.16779,0.13596,340.49,164.14,0.0,0.26,0.33,-0.91,-0.96,0.0,-0.27,-0.09,0.94,0.32,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02697,0.97302,0.16491,0.15911,340.76,161.43,0.0,0.3,0.33,-0.89,-0.95,0.0,-0.32,-0.1,0.94,0.31,TrackingSpace,0.9980469,0.56,1.51,-1.26,-0.00845,-0.99162,-0.12453,-0.03338,0.9151129154776365,1.7189561477345097,-1.4704417048184242,1.0,0.0,-0.08000000000000007,-0.31000000000000005,1.21,-0.44011291547763653,-0.5189561477345097,1.4154417048184242,-0.30146011076817947,-0.35142041621969333,-0.06601961747867686,-0.25080383995645283
2,08/13/2023 12:17:18.324188,2,start,0.51,1.2,-0.05,-0.00842,-0.99149,-0.12573,-0.03256,0.45,1.2,-0.05,-0.00842,-0.99149,-0.12573,-0.03256,0.48,1.2,-0.05,-0.00842,-0.99149,-0.12573,-0.03256,0.51,1.2,-0.05,-0.02337,0.97612,0.16779,0.13596,340.49,164.14,0.0,0.26,0.33,-0.91,-0.96,0.0,-0.27,-0.09,0.94,0.32,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02697,0.97302,0.16491,0.15911,340.76,161.43,0.0,0.3,0.33,-0.89,-0.95,0.0,-0.32,-0.1,0.94,0.31,TrackingSpace,0.9980469,0.56,1.51,-1.26,-0.00842,-0.99155,-0.12517,-0.03294,0.9151129154776365,1.7189561477345097,-1.4704417048184242,1.0,0.0,-0.08000000000000007,-0.31000000000000005,1.21,-0.44011291547763653,-0.5189561477345097,1.4154417048184242,-0.30146011076817947,-0.35142041621969333,-0.06601961747867686,-0.25080383995645283
3,08/13/2023 12:17:18.338279,3,start,0.51,1.2,-0.05,-0.00844,-0.99141,-0.12648,-0.03225,0.45,1.2,-0.05,-0.00844,-0.99141,-0.12648,-0.03225,0.48,1.2,-0.05,-0.00844,-0.99141,-0.12648,-0.03225,0.51,1.2,-0.05,-0.02369,0.97584,0.16812,0.13753,340.45,163.96,0.0,0.26,0.33,-0.91,-0.96,0.0,-0.28,-0.09,0.94,0.32,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02696,0.97302,0.16551,0.15848,340.69,161.5,0.0,0.3,0.33,-0.89,-0.95,0.0,-0.32,-0.1,0.94,0.31,TrackingSpace,0.9980469,0.56,1.51,-1.26,-0.00843,-0.99149,-0.12579,-0.03257,0.9151129154776365,1.7189561477345097,-1.4704417048184242,1.0,0.0,-0.08000000000000007,-0.31000000000000005,1.21,-0.44011291547763653,-0.5189561477345097,1.4154417048184242,-0.30146011076817947,-0.35142041621969333,-0.06601961747867686,-0.25080383995645283
4,08/13/2023 12:17:18.352248,4,start,0.51,1.2,-0.05,-0.00882,-0.99131,-0.12723,-0.0321,0.45,1.2,-0.05,-0.00882,-0.99131,-0.12723,-0.0321,0.48,1.2,-0.05,-0.00882,-0.99131,-0.12723,-0.0321,0.51,1.2,-0.05,-0.02369,0.97584,0.16812,0.13753,340.45,163.96,0.0,0.26,0.33,-0.91,-0.96,0.0,-0.28,-0.09,0.94,0.32,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02696,0.97302,0.16551,0.15848,340.69,161.5,0.0,0.3,0.33,-0.89,-0.95,0.0,-0.32,-0.1,0.94,0.31,TrackingSpace,0.9980469,0.56,1.51,-1.26,-0.00847,-0.99141,-0.1265,-0.03227,0.9151129154776365,1.7189561477345097,-1.4704417048184242,1.0,0.0,-0.08000000000000007,-0.31000000000000005,1.21,-0.44011291547763653,-0.5189561477345097,1.4154417048184242,-0.30146011076817947,-0.35142041621969333,-0.06601961747867686,-0.25080383995645283
5,08/13/2023 12:17:18.366517,5,start,0.51,1.2,-0.05,-0.00903,-0.99124,-0.12781,-0.03191,0.45,1.2,-0.05,-0.00903,-0.99124,-0.12781,-0.03191,0.48,1.2,-0.05,-0.00903,-0.99124,-0.12781,-0.03191,0.51,1.2,-0.05,-0.02369,0.97584,0.16812,0.13753,340.45,163.96,0.0,0.26,0.33,-0.91,-0.96,0.0,-0.28,-0.09,0.94,0.32,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02696,0.97302,0.16551,0.15848,340.69,161.5,0.0,0.3,0.33,-0.89,-0.95,0.0,-0.32,-0.1,0.94,0.31,TrackingSpace,0.9980469,0.56,1.51,-1.26,-0.00882,-0.99131,-0.12723,-0.0321,0.9151129154776365,1.7189561477345097,-1.4704417048184242,1.0,0.0,-0.08000000000000007,-0.31000000000000005,1.21,-0.44011291547763653,-0.5189561477345097,1.4154417048184242,-0.30146011076817947,-0.35142041621969333,-0.06601961747867686,-0.25080383995645283
6,08/13/2023 12:17:18.380584,6,start,0.51,1.2,-0.05,-0.00905,-0.99122,-0.12809,-0.03167,0.45,1.2,-0.05,-0.00905,-0.99122,-0.12809,-0.03167,0.48,1.2,-0.05,-0.00905,-0.99122,-0.12809,-0.03167,0.51,1.2,-0.05,-0.02424,0.97514,0.17239,0.1371,339.95,163.99,0.0,0.26,0.34,-0.9,-0.96,0.0,-0.28,-0.09,0.94,0.33,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02759,0.97234,0.16972,0.15806,340.2,161.53,0.0,0.3,0.34,-0.89,-0.95,0.0,-0.32,-0.11,0.94,0.32,TrackingSpace,0.9980469,0.56,1.52,-1.26,-0.00903,-0.99125,-0.1278,-0.03193,0.9500337982069034,1.7769101323466474,-1.5736482496086115,1.0,0.0,-0.08000000000000007,-0.32000000000000006,1.21,-0.4750337982069034,-0.5769101323466475,1.5186482496086116,-0.30315852994428993,-0.36304562026321174,-0.06601961747867686,-0.258543722499182
7,08/13/2023 12:17:18.394508,7,start,0.51,1.2,-0.05,-0.00908,-0.99122,-0.12806,-0.03159,0.45,1.2,-0.05,-0.00908,-0.99122,-0.12806,-0.03159,0.48,1.2,-0.05,-0.00908,-0.99122,-0.12806,-0.03159,0.51,1.2,-0.05,-0.02424,0.97514,0.17239,0.1371,339.95,163.99,0.0,0.26,0.34,-0.9,-0.96,0.0,-0.28,-0.09,0.94,0.33,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02759,0.97234,0.16972,0.15806,340.2,161.53,0.0,0.3,0.34,-0.89,-0.95,0.0,-0.32,-0.11,0.94,0.32,TrackingSpace,0.9980469,0.56,1.52,-1.26,-0.00901,-0.99122,-0.12806,-0.03168,0.9500337982069034,1.7769101323466474,-1.5736482496086115,1.0,0.0,-0.08000000000000007,-0.32000000000000006,1.21,-0.4750337982069034,-0.5769101323466475,1.5186482496086116,-0.30315852994428993,-0.36304562026321174,-0.06601961747867686,-0.258543722499182
8,08/13/2023 12:17:18.408749,8,start,0.51,1.2,-0.05,-0.00918,-0.99126,-0.12778,-0.0316,0.45,1.2,-0.05,-0.00918,-0.99126,-0.12778,-0.0316,0.48,1.2,-0.05,-0.00918,-0.99126,-0.12778,-0.0316,0.51,1.2,-0.05,-0.02466,0.97475,0.17325,0.13874,339.84,163.8,0.0,0.26,0.34,-0.9,-0.96,0.0,-0.28,-0.1,0.94,0.33,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02761,0.97229,0.17088,0.15712,340.06,161.64,0.0,0.3,0.34,-0.89,-0.95,0.0,-0.31,-0.11,0.94,0.32,TrackingSpace,0.9980469,0.56,1.52,-1.26,-0.00904,-0.99123,-0.12799,-0.03163,0.9500337982069034,1.7769101323466474,-1.5736482496086115,1.0,0.0,-0.08000000000000007,-0.32000000000000006,1.21,-0.4750337982069034,-0.5769101323466475,1.5186482496086116,-0.30315852994428993,-0.36304562026321174,-0.06601961747867686,-0.258543722499182
9,08/13/2023 12:17:18.422798,9,start,0.51,1.2,-0.05,-0.0095,-0.99131,-0.12731,-0.03178,0.45,1.2,-0.05,-0.0095,-0.99131,-0.12731,-0.03178,0.48,1.2,-0.05,-0.0095,-0.99131,-0.12731,-0.03178,0.51,1.2,-0.05,-0.02466,0.97475,0.17325,0.13874,339.84,163.8,0.0,0.26,0.34,-0.9,-0.96,0.0,-0.28,-0.1,0.94,0.33,TrackingSpace,0.9980469,0.44,1.2,-0.06,-0.02761,0.97229,0.17088,0.15712,340.06,161.64,0.0,0.3,0.34,-0.89,-0.95,0.0,-0.31,-0.11,0.94,0.32,TrackingSpace,0.9980469,0.56,1.52,-1.26,-0.00917,-0.99126,-0.12771,-0.03161,0.9500337982069034,1.7769101323466474,-1.5736482496086115,1.0,0.0,-0.08000000000000007,-0.32000000000000006,1.21,-0.4750337982069034,-0.5769101323466475,1.5186482496086116,-0.30315852994428993,-0.36304562026321174,-0.06601961747867686,-0.258543722499182
