,Participant,Task,Trial,Cosine Error,Static Cosine Error,Moving Cosine Error,Euclidean Error,Static Euclidean Error,Moving Euclidean Error,Spatial Precision_Transition,Spatial Precision_Fixation,Spatial Precision_Pursuit,Recalibrated_Euclidean Error,Recalibrated_Static Euclidean Error,Recalibrated_Moving Euclidean Error,Recalibrated_Spatial Precision_Transition,Recalibrated_Spatial Precision_Fixation,Recalibrated_Spatial Precision_Pursuit
2023-08-02 16:04:23,p03,calibration,1,1.2761541244774333,1.2761541244774333,,1.344028999915836,1.344028999915836,,2.672885454448575,0.2891767985087188,,2.8715640758474756,2.8715640758474756,,2.431593912740871,0.26348071023950487,
2023-08-02 16:25:07,p03,calibration,2,1.6442052599645143,1.6442052599645143,,1.719347688899092,1.719347688899092,,3.0190235176079145,0.2843970061694894,,2.8461586945792137,2.8461586945792137,,2.7685880076269322,0.2603114780376919,
2023-08-02 16:02:39,p03,screenStabilized_headConstrained,1,1.2921240841411046,1.4064952981544943,1.2579077652672928,1.3415251849633554,1.4944063345944487,1.2957878881208125,,,0.37673629658418145,2.5861895752432216,3.423820050878054,2.335596524360778,,,0.34446164188702527
2023-08-02 16:23:31,p03,screenStabilized_headConstrained,2,1.4559189999582427,1.858683244305284,1.3355174079846925,1.5075196495944172,1.9443223174963975,1.376942674771457,,,0.37208688894047787,2.6830605344886074,3.7603948885801803,2.3610042121089703,,,0.34001642466577936
2023-08-02 15:51:50,p03,screenStabilized_walking,1,2.7331715652236737,2.967289851201388,2.6631306375627513,4.831338638535186,5.776299986970201,4.548635520443824,,,,11.908693575293313,14.551459665176683,11.11805995283513,,,
2023-08-02 16:13:04,p03,screenStabilized_walking,2,2.422823480760813,2.528494589512956,2.3911734329348886,3.5849399342277106,4.109162832319163,3.427927483123823,,,,10.708057223855297,11.670102116349794,10.419910660260921,,,
2023-08-02 16:05:45,p03,worldStabilized_bodyConstrained,1,1.6643638713706594,1.539462008121211,1.7017306337832367,1.8193913143550777,1.7483202714022656,1.840653565432373,,,,4.530127928053699,4.926501942619303,4.411545120372023,,,
2023-08-02 16:26:10,p03,worldStabilized_bodyConstrained,2,1.5846649750208057,1.5567245057233687,1.5930238965834738,1.7441048535798982,1.7543276710395896,1.741046503758162,,,,4.55624633049515,4.922511247091637,4.446671230793154,,,
2023-08-02 15:46:33,p03,worldStabilized_sphere,1,2.1460173541978618,1.264515743838223,3.1921950895697413,2.985398510283652,1.4914129989213754,4.7584802160762445,,,,11.07375862927474,10.473359614555445,11.786320097293247,,,
2023-08-02 16:08:42,p03,worldStabilized_sphere,2,2.074537861721474,1.3924120329711356,2.8839826028838043,2.791679738499138,1.7274725264250157,4.054521424025909,,,,11.416323473237169,10.977124225428902,11.937499342082578,,,
2023-08-02 15:54:26,p03,worldStabilized_sphere_VR,1,2.189385095058602,1.3282773261147718,3.2152822729772064,3.0100205048741935,1.61316565770965,4.6741901911211015,,,,11.209066325650731,10.669097506338874,11.852368485815319,,,
2023-08-02 16:15:56,p03,worldStabilized_sphere_VR,2,2.2266783618332244,1.408218545502539,3.2024604527808047,2.9470196633019348,1.6857062828172948,4.450779509774584,,,,11.47029012931812,10.99701887553589,12.034532385793693,,,
2023-08-02 16:00:17,p03,worldStabilized_walking,1,2.4895729437974876,2.3135554331454093,2.5422562449072093,4.226456124759385,3.966180307787938,4.304358540185481,,,,11.759619120378598,10.778350887558858,12.053319727707555,,,
2023-08-02 16:21:09,p03,worldStabilized_walking,2,2.566881059977248,2.1443520963983045,2.6932886169482337,4.149339625877561,3.8021931234856385,4.253195089197027,,,,11.925577378247018,10.978635205760066,12.20887309743979,,,
