,Date,Frame,Movement,Camera_Left Eye Position_x,Camera_Left Eye Position_y,Camera_Left Eye Position_z,Camera_Left Eye Rotation_x,Camera_Left Eye Rotation_y,Camera_Left Eye Rotation_z,Camera_Left Eye Rotation_w,Camera_Right Eye Position_x,Camera_Right Eye Position_y,Camera_Right Eye Position_z,Camera_Right Eye Rotation_x,Camera_Right Eye Rotation_y,Camera_Right Eye Rotation_z,Camera_Right Eye Rotation_w,Camera_Center Eye Position_x,Camera_Center Eye Position_y,Camera_Center Eye Position_z,Camera_Center Eye Rotation_x,Camera_Center Eye Rotation_y,Camera_Center Eye Rotation_z,Camera_Center Eye Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Actual Gaze Visual Angle_x,Actual Gaze Visual Angle_y,Expected Gaze Visual Angle_x,Expected Gaze Visual Angle_y
0,08/03/2023 17:21:45.295705,0,start,-0.66,1.24,-0.14,-0.06637,0.67225,0.06862,0.73414,-0.65,1.24,-0.21,-0.06637,0.67225,0.06862,0.73414,-0.65,1.24,-0.17,-0.06637,0.67225,0.06862,0.73414,-0.66,1.24,-0.14,-0.06161,0.67463,0.05668,0.7334,350.4,85.22,0.0,0.98,0.17,0.08,0.08,0.0,-1.0,-0.17,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.06236,0.66271,0.05553,0.7442,350.42,83.37,0.0,0.98,0.17,0.11,0.12,0.0,-0.99,-0.17,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.07,-0.06609,0.67238,0.06841,0.73407,1.662408268473448,1.6419993935107002,0.04972101485906788,1.0,0.0,-1.22,-0.24,-0.1,-2.3174082684734483,-0.40199939351070024,-0.22472101485906787,-1.667464915257977,-2.0805294140890473,-1.6525807074128926,-1.965587446494658
1,08/03/2023 17:21:45.310018,1,start,-0.66,1.24,-0.14,-0.06648,0.67212,0.06894,0.73422,-0.65,1.24,-0.21,-0.06648,0.67212,0.06894,0.73422,-0.65,1.24,-0.17,-0.06648,0.67212,0.06894,0.73422,-0.66,1.24,-0.14,-0.06161,0.67463,0.05668,0.7334,350.4,85.22,0.0,0.98,0.17,0.08,0.08,0.0,-1.0,-0.17,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.06236,0.66271,0.05553,0.7442,350.42,83.37,0.0,0.98,0.17,0.11,0.12,0.0,-0.99,-0.17,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.07,-0.06637,0.67226,0.06862,0.73413,1.662408268473448,1.6419993935107002,0.04972101485906788,1.0,0.0,-1.22,-0.24,-0.1,-2.3174082684734483,-0.40199939351070024,-0.22472101485906787,-1.667464915257977,-2.0805294140890473,-1.6525807074128926,-1.965587446494658
2,08/03/2023 17:21:45.324201,2,start,-0.66,1.24,-0.14,-0.06662,0.67202,0.06894,0.7343,-0.65,1.24,-0.21,-0.06662,0.67202,0.06894,0.7343,-0.65,1.24,-0.17,-0.06662,0.67202,0.06894,0.7343,-0.66,1.24,-0.14,-0.05956,0.67452,0.05475,0.73381,350.72,85.18,0.0,0.98,0.16,0.08,0.08,0.0,-1.0,-0.16,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.06044,0.65953,0.05334,0.74735,350.75,82.86,0.0,0.98,0.16,0.12,0.12,0.0,-0.99,-0.16,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.07,-0.06647,0.67211,0.06892,0.73423,1.0843509127789515,1.5239756592292166,0.0025841784989905914,1.0,0.0,-1.22,-0.24,-0.1,-1.7393509127789515,-0.28397565922921664,-0.17758417849899058,-1.6725417322299037,-2.1296472879416717,-1.6525807074128926,-1.965587446494658
3,08/03/2023 17:21:45.338350,3,start,-0.66,1.24,-0.14,-0.0667,0.67176,0.06885,0.73454,-0.65,1.24,-0.21,-0.0667,0.67176,0.06885,0.73454,-0.65,1.24,-0.17,-0.0667,0.67176,0.06885,0.73454,-0.66,1.24,-0.14,-0.05956,0.67452,0.05475,0.73381,350.72,85.18,0.0,0.98,0.16,0.08,0.08,0.0,-1.0,-0.16,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.06044,0.65953,0.05334,0.74735,350.75,82.86,0.0,0.98,0.16,0.12,0.12,0.0,-0.99,-0.16,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.07,-0.06658,0.67201,0.06893,0.73432,1.0843509127789515,1.5239756592292166,0.0025841784989905914,1.0,0.0,-1.22,-0.24,-0.1,-1.7393509127789515,-0.28397565922921664,-0.17758417849899058,-1.6725417322299037,-2.1296472879416717,-1.6525807074128926,-1.965587446494658
4,08/03/2023 17:21:45.352294,4,start,-0.66,1.24,-0.14,-0.06703,0.67137,0.06851,0.7349,-0.65,1.24,-0.21,-0.06703,0.67137,0.06851,0.7349,-0.65,1.24,-0.17,-0.06703,0.67137,0.06851,0.7349,-0.66,1.24,-0.14,-0.05845,0.67434,0.05369,0.73414,350.9,85.14,0.0,0.98,0.16,0.08,0.08,0.0,-1.0,-0.16,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.05931,0.65932,0.0523,0.74769,350.93,82.81,0.0,0.98,0.16,0.12,0.13,0.0,-0.99,-0.16,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.06,-0.06672,0.67175,0.06884,0.73455,1.0843509127789515,1.5239756592292166,0.0025841784989905914,1.0,0.0,-1.22,-0.24,-0.11000000000000001,-1.7393509127789515,-0.28397565922921664,-0.17758417849899058,-1.6725417322299037,-2.1296472879416717,-1.6607171158301492,-2.000558605891585
5,08/03/2023 17:21:45.366819,5,start,-0.66,1.24,-0.14,-0.06723,0.671,0.06825,0.73524,-0.65,1.24,-0.21,-0.06723,0.671,0.06825,0.73524,-0.65,1.24,-0.17,-0.06723,0.671,0.06825,0.73524,-0.66,1.24,-0.14,-0.05845,0.67434,0.05369,0.73414,350.9,85.14,0.0,0.98,0.16,0.08,0.08,0.0,-1.0,-0.16,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.05931,0.65932,0.0523,0.74769,350.93,82.81,0.0,0.98,0.16,0.12,0.13,0.0,-0.99,-0.16,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.06,-0.06703,0.67137,0.06851,0.7349,1.0843509127789515,1.5239756592292166,0.0025841784989905914,1.0,0.0,-1.22,-0.24,-0.11000000000000001,-1.7393509127789515,-0.28397565922921664,-0.17758417849899058,-1.6725417322299037,-2.1296472879416717,-1.6607171158301492,-2.000558605891585
6,08/03/2023 17:21:45.381217,6,start,-0.66,1.24,-0.14,-0.06709,0.67064,0.0679,0.73562,-0.65,1.24,-0.21,-0.06709,0.67064,0.0679,0.73562,-0.65,1.24,-0.17,-0.06709,0.67064,0.0679,0.73562,-0.66,1.24,-0.14,-0.05845,0.67434,0.05369,0.73414,350.9,85.14,0.0,0.98,0.16,0.08,0.08,0.0,-1.0,-0.16,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.05931,0.65932,0.0523,0.74769,350.93,82.81,0.0,0.98,0.16,0.12,0.13,0.0,-0.99,-0.16,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.06,-0.06721,0.67099,0.06824,0.73525,1.0843509127789515,1.5239756592292166,0.0025841784989905914,1.0,0.0,-1.22,-0.24,-0.11000000000000001,-1.7393509127789515,-0.28397565922921664,-0.17758417849899058,-1.6725417322299037,-2.1296472879416717,-1.6607171158301492,-2.000558605891585
7,08/03/2023 17:21:45.394954,7,start,-0.66,1.24,-0.14,-0.06664,0.67034,0.06736,0.73598,-0.65,1.24,-0.21,-0.06664,0.67034,0.06736,0.73598,-0.65,1.24,-0.17,-0.06664,0.67034,0.06736,0.73598,-0.66,1.24,-0.14,-0.05861,0.67375,0.05375,0.73466,350.88,85.05,0.0,0.98,0.16,0.09,0.09,0.0,-1.0,-0.16,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.05937,0.66085,0.05257,0.74632,350.9,83.05,0.0,0.98,0.16,0.12,0.12,0.0,-0.99,-0.16,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.06,-0.06698,0.67065,0.06789,0.73561,1.6657579445571786,1.6188992562542333,0.07372718052738822,1.0,0.0,-1.22,-0.24,-0.11000000000000001,-2.3207579445571787,-0.37889925625423326,-0.2487271805273882,-1.677563755164903,-2.1516901826141863,-1.6607171158301492,-2.000558605891585
8,08/03/2023 17:21:45.409247,8,start,-0.66,1.24,-0.14,-0.06627,0.67011,0.06679,0.73627,-0.65,1.24,-0.21,-0.06627,0.67011,0.06679,0.73627,-0.65,1.24,-0.17,-0.06627,0.67011,0.06679,0.73627,-0.66,1.24,-0.14,-0.05861,0.67375,0.05375,0.73466,350.88,85.05,0.0,0.98,0.16,0.09,0.09,0.0,-1.0,-0.16,0.99,-0.01,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.05937,0.66085,0.05257,0.74632,350.9,83.05,0.0,0.98,0.16,0.12,0.12,0.0,-0.99,-0.16,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.06,-0.06664,0.67036,0.06735,0.73597,1.6657579445571786,1.6188992562542333,0.07372718052738822,1.0,0.0,-1.22,-0.24,-0.11000000000000001,-2.3207579445571787,-0.37889925625423326,-0.2487271805273882,-1.677563755164903,-2.1516901826141863,-1.6607171158301492,-2.000558605891585
9,08/03/2023 17:21:45.423472,9,start,-0.66,1.24,-0.14,-0.06655,0.66987,0.06658,0.73649,-0.65,1.24,-0.21,-0.06655,0.66987,0.06658,0.73649,-0.65,1.24,-0.17,-0.06655,0.66987,0.06658,0.73649,-0.66,1.24,-0.14,-0.06295,0.67261,0.0576,0.73506,350.21,84.92,0.0,0.98,0.17,0.09,0.09,0.0,-1.0,-0.17,0.99,-0.02,TrackingSpace,0.9980469,-0.65,1.24,-0.21,-0.06379,0.65967,0.05635,0.74672,350.23,82.92,0.0,0.98,0.17,0.12,0.12,0.0,-0.99,-0.17,0.99,-0.02,TrackingSpace,0.9980469,0.57,1.48,-0.06,-0.06627,0.67011,0.06679,0.73627,1.6656442265574232,1.6425607331783287,0.07371474780146771,1.0,0.0,-1.22,-0.24,-0.11000000000000001,-2.320644226557423,-0.40256073317832874,-0.24871474780146768,-1.6775636507888836,-2.1242242332129355,-1.6607171158301492,-2.000558605891585
