,Participant,Task,Trial,Cosine Error,Static Cosine Error,Moving Cosine Error,Euclidean Error,Static Euclidean Error,Moving Euclidean Error,Spatial Precision_Transition,Spatial Precision_Fixation,Spatial Precision_Pursuit,Recalibrated_Euclidean Error,Recalibrated_Static Euclidean Error,Recalibrated_Moving Euclidean Error,Recalibrated_Spatial Precision_Transition,Recalibrated_Spatial Precision_Fixation,Recalibrated_Spatial Precision_Pursuit
2023-08-11 16:27:51,p24_incomplete,calibration,1,2.987988875943402,2.987988875943402,,3.1731392406076453,3.1731392406076453,,2.734590784144992,0.43041315166819827,,3.4707041915648937,3.4707041915648937,,2.6841740315330638,0.4213912649107625,
2023-08-11 16:45:25,p24_incomplete,calibration,2,3.2533951943098876,3.2533951943098876,,3.5048205213193735,3.5048205213193735,,2.9278008529319766,0.4412994270075038,,3.720799903032596,3.720799903032596,,2.8810787871501375,0.43293413324419244,
2023-08-11 16:26:10,p24_incomplete,screenStabilized_headConstrained,1,1.9279936397483566,2.3682092677058155,1.7962947815228565,1.998567122635805,2.5039360667073565,1.8473764136060882,,,0.41566436354375064,2.2138097110319546,2.9115199426943623,2.0050764561301815,,,0.4079029544750938
2023-08-11 16:16:29,p24_incomplete,screenStabilized_walking,1,5.394572901008995,5.362390084292468,5.404182376210694,8.634755199154311,7.856296777494608,8.867195291778378,,,,9.926719892165739,7.8870309188132035,10.535751127102525,,,
2023-08-11 16:36:24,p24_incomplete,screenStabilized_walking,2,4.393153753935303,4.042562208573865,4.49816106680529,6.538147816573134,5.795456578182541,6.7605947416838825,,,,9.088341063194486,8.463569276789801,9.275469381932751,,,
2023-08-11 16:29:24,p24_incomplete,worldStabilized_bodyConstrained,1,2.528413143795378,2.451094702173784,2.551544422729262,2.972013460506778,2.936564886563635,2.9826185740410147,,,,4.338403991483725,4.635205419049609,4.249610212599748,,,
2023-08-11 16:46:29,p24_incomplete,worldStabilized_bodyConstrained,2,3.472632016673573,3.1897011353720615,3.5572761584479866,4.109066230141328,4.003208384716047,4.140735613260248,,,,5.419675451050956,5.823763147319547,5.298784949120187,,,
2023-08-11 16:11:28,p24_incomplete,worldStabilized_sphere,1,4.61103226740702,3.9590344908706285,5.38488204010797,6.074230568006611,4.731584986527634,7.66780345343109,,,,8.474397010657357,7.467360216575605,9.669639114612846,,,
2023-08-11 16:31:41,p24_incomplete,worldStabilized_sphere,2,3.68355470357372,2.6814889429102826,4.874093757416426,5.177347998291726,3.348290874830322,7.350422882866469,,,,8.213312279625791,6.7124172759613145,9.99650275247152,,,
2023-08-11 16:18:47,p24_incomplete,worldStabilized_sphere_VR,1,3.4924529316835633,2.519012568602473,4.645848071403458,4.794271899804445,3.020845574992464,6.895542179182686,,,,7.79307243371301,6.359136865321078,9.492092094270241,,,
2023-08-11 16:38:47,p24_incomplete,worldStabilized_sphere_VR,2,4.792162713476355,3.7453898183092154,6.029271051797764,6.422625664580428,4.447732836419962,8.756614628460092,,,,9.053615898149564,7.390521091021283,11.01911239009773,,,
2023-08-11 16:23:47,p24_incomplete,worldStabilized_walking,1,9.216495474346429,7.821098341014182,9.633888884085662,15.289121073146534,12.833985549808322,16.02350511549504,,,,16.118446467478,14.431422783283788,16.623071674909184,,,
2023-08-11 16:43:25,p24_incomplete,worldStabilized_walking,2,10.193177111367659,9.668358337407403,10.35044072548384,16.28196787508331,15.02315586400842,16.659174896205403,,,,16.88557282971978,16.187186286204625,17.09484657778814,,,
