,Date,Frame,Movement,Camera_Position_x,Camera_Position_y,Camera_Position_z,Camera_Rotation_x,Camera_Rotation_y,Camera_Rotation_z,Camera_Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Cosine Similarity,Euclidean Error
0,06/27/2023 22:14:26.777146,191,moving,0.21,1.33,-0.05,-0.08873,0.63978,0.05532,0.76141,0.2,1.33,-0.02,-0.24064,0.45631,0.12967,0.8468,328.27,56.64,0.0,0.71,0.53,0.47,0.55,0.0,-0.84,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24051,0.45053,0.12744,0.85025,328.41,55.84,0.0,0.7,0.52,0.48,0.56,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.27,2.96,1.54,-0.08869,0.63981,0.05526,0.76139,2.707684757505339,3.1937322665783627,1.6360037941270575,1.0,0.0,-2.06,-1.63,-1.59,-2.502684757505339,-1.8637322665783627,-1.6860037941270576,3.1584901251781883,3.034573666167111
1,06/27/2023 22:14:26.791362,192,moving,0.21,1.33,-0.05,-0.08881,0.63974,0.05536,0.76143,0.2,1.33,-0.02,-0.23932,0.4563,0.12888,0.84729,328.46,56.61,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23919,0.45053,0.12667,0.85074,328.59,55.81,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.27,2.96,1.53,-0.08873,0.63977,0.05534,0.76142,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.06,-1.63,-1.58,-4.56916397675721,-3.346429954808098,-3.0568579728844014,3.248991586461289,5.690695626732203
2,06/27/2023 22:14:26.805312,193,moving,0.21,1.33,-0.05,-0.08885,0.63971,0.05552,0.76144,0.2,1.33,-0.02,-0.23932,0.4563,0.12888,0.84729,328.46,56.61,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23919,0.45053,0.12667,0.85074,328.59,55.81,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.28,2.95,1.53,-0.08882,0.63976,0.05535,0.76142,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.07,-1.62,-1.58,-4.56916397675721,-3.346429954808098,-3.0568579728844014,3.091169163141486,5.579734381885107
3,06/27/2023 22:14:26.819071,194,moving,0.21,1.33,-0.05,-0.0889,0.63967,0.05563,0.76147,0.2,1.33,-0.02,-0.23932,0.4563,0.12888,0.84729,328.46,56.61,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23919,0.45053,0.12667,0.85074,328.59,55.81,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.28,2.95,1.52,-0.08885,0.63971,0.05552,0.76144,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.07,-1.62,-1.57,-4.56916397675721,-3.346429954808098,-3.0568579728844014,2.9554088139740506,5.678333023720067
4,06/27/2023 22:14:26.833268,195,moving,0.21,1.33,-0.05,-0.08891,0.63969,0.05568,0.76144,0.2,1.33,-0.02,-0.23927,0.45454,0.1282,0.84836,328.5,56.36,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23912,0.44877,0.12598,0.85179,328.64,55.57,0.0,0.7,0.52,0.48,0.57,0.0,-0.82,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.28,2.94,1.51,-0.08889,0.63966,0.05563,0.76147,2.9200118973699665,3.3325056900459185,1.7791356300419243,1.0,0.0,-2.07,-1.6099999999999999,-1.56,-2.7150118973699664,-2.0025056900459184,-1.8291356300419244,2.612171285603332,2.346376403589362
5,06/27/2023 22:14:26.847302,196,moving,0.21,1.33,-0.05,-0.08893,0.6397,0.05557,0.76144,0.2,1.33,-0.02,-0.23927,0.45454,0.1282,0.84836,328.5,56.36,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23912,0.44877,0.12598,0.85179,328.64,55.57,0.0,0.7,0.52,0.48,0.57,0.0,-0.82,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.28,2.93,1.51,-0.08894,0.63969,0.05566,0.76144,2.9200118973699665,3.3325056900459185,1.7791356300419243,1.0,0.0,-2.07,-1.6,-1.56,-2.7150118973699664,-2.0025056900459184,-1.8291356300419244,2.5952212521007167,2.3166894666564115
6,06/27/2023 22:14:26.861144,197,moving,0.21,1.33,-0.05,-0.0889,0.63976,0.0556,0.76139,0.2,1.33,-0.02,-0.23921,0.45438,0.1281,0.84847,328.51,56.34,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23906,0.44862,0.12589,0.85191,328.65,55.54,0.0,0.7,0.52,0.48,0.57,0.0,-0.82,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.28,2.93,1.5,-0.08891,0.63971,0.05558,0.76143,2.9200118973699665,3.3325056900459185,1.7791356300419243,1.0,0.0,-2.07,-1.6,-1.55,-2.7150118973699664,-2.0025056900459184,-1.8291356300419244,2.450711860743015,2.2185908142491457
7,06/27/2023 22:14:26.874733,198,moving,0.21,1.33,-0.05,-0.08897,0.6398,0.0556,0.76135,0.2,1.33,-0.02,-0.23921,0.45438,0.1281,0.84847,328.51,56.34,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23906,0.44862,0.12589,0.85191,328.65,55.54,0.0,0.7,0.52,0.48,0.57,0.0,-0.82,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.29,2.92,1.49,-0.08891,0.63976,0.05559,0.76139,2.9200118973699665,3.3325056900459185,1.7791356300419243,1.0,0.0,-2.08,-1.5899999999999999,-1.54,-2.7150118973699664,-2.0025056900459184,-1.8291356300419244,2.174291823786565,2.0019267976128665
8,06/27/2023 22:14:26.888937,199,moving,0.21,1.33,-0.05,-0.08903,0.63984,0.05564,0.7613,0.2,1.33,-0.02,-0.23783,0.45504,0.12753,0.84859,328.69,56.4,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23768,0.44929,0.12533,0.85202,328.83,55.61,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.29,2.91,1.49,-0.08898,0.6398,0.05558,0.76134,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.08,-1.58,-1.54,-4.56916397675721,-3.346429954808098,-3.0568579728844014,2.334173564722886,5.689930937355445
9,06/27/2023 22:14:26.902926,200,moving,0.21,1.33,-0.05,-0.08904,0.63984,0.05566,0.7613,0.2,1.33,-0.02,-0.23783,0.45504,0.12753,0.84859,328.69,56.4,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23768,0.44929,0.12533,0.85202,328.83,55.61,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.29,2.91,1.48,-0.08904,0.63983,0.05564,0.76131,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.08,-1.58,-1.53,-4.56916397675721,-3.346429954808098,-3.0568579728844014,2.1840846315010967,5.82154104209054
10,06/27/2023 22:14:26.917059,201,moving,0.21,1.33,-0.05,-0.08901,0.63981,0.05571,0.76132,0.2,1.33,-0.02,-0.23783,0.45504,0.12753,0.84859,328.69,56.4,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23768,0.44929,0.12533,0.85202,328.83,55.61,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.29,2.9,1.47,-0.08903,0.63983,0.05565,0.76131,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.08,-1.5699999999999998,-1.52,-4.56916397675721,-3.346429954808098,-3.0568579728844014,2.0284695170835114,5.880741836534723
11,06/27/2023 22:14:26.930792,202,moving,0.21,1.33,-0.05,-0.08894,0.63977,0.05574,0.76136,0.2,1.33,-0.02,-0.23792,0.4564,0.12809,0.84775,328.65,56.59,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23779,0.45064,0.12589,0.85119,328.78,55.8,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.3,2.9,1.47,-0.08899,0.6398,0.05573,0.76133,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.09,-1.5699999999999998,-1.52,-4.56916397675721,-3.346429954808098,-3.0568579728844014,1.9180220497676184,5.872308105370936
12,06/27/2023 22:14:26.945092,203,moving,0.21,1.33,-0.05,-0.0888,0.63976,0.05565,0.7614,0.2,1.33,-0.02,-0.23792,0.4564,0.12809,0.84775,328.65,56.59,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23779,0.45064,0.12589,0.85119,328.78,55.8,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.3,2.89,1.46,-0.0889,0.63975,0.05575,0.76139,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.09,-1.56,-1.51,-4.56916397675721,-3.346429954808098,-3.0568579728844014,1.771591666155741,5.941279657033416
13,06/27/2023 22:14:26.958422,204,moving,0.21,1.33,-0.05,-0.08871,0.6397,0.05557,0.76146,0.2,1.33,-0.02,-0.24439,0.45488,0.13137,0.84623,327.78,56.52,0.0,0.71,0.53,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24426,0.44909,0.12909,0.8497,327.92,55.71,0.0,0.7,0.53,0.48,0.56,0.0,-0.83,-0.44,0.85,-0.3,TrackingSpace,0.9980469,2.3,2.88,1.46,-0.0888,0.63974,0.05566,0.76142,2.917352113399101,3.369016477332617,1.7773449493414426,1.0,0.0,-2.09,-1.5499999999999998,-1.51,-2.712352113399101,-2.039016477332617,-1.8273449493414426,1.852749914008468,1.4079124221969046
14,06/27/2023 22:14:26.972468,205,moving,0.21,1.33,-0.05,-0.08866,0.63969,0.05544,0.76149,0.2,1.33,-0.02,-0.24439,0.45488,0.13137,0.84623,327.78,56.52,0.0,0.71,0.53,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24426,0.44909,0.12909,0.8497,327.92,55.71,0.0,0.7,0.53,0.48,0.56,0.0,-0.83,-0.44,0.85,-0.3,TrackingSpace,0.9980469,2.3,2.88,1.45,-0.0887,0.63971,0.05556,0.76146,2.917352113399101,3.369016477332617,1.7773449493414426,1.0,0.0,-2.09,-1.5499999999999998,-1.5,-2.712352113399101,-2.039016477332617,-1.8273449493414426,1.6906105828954716,1.3995445789013379
15,06/27/2023 22:14:26.986536,206,moving,0.21,1.33,-0.05,-0.08862,0.63965,0.05536,0.76153,0.2,1.33,-0.02,-0.24439,0.45488,0.13137,0.84623,327.78,56.52,0.0,0.71,0.53,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24426,0.44909,0.12909,0.8497,327.92,55.71,0.0,0.7,0.53,0.48,0.56,0.0,-0.83,-0.44,0.85,-0.3,TrackingSpace,0.9980469,2.31,2.87,1.44,-0.08866,0.63969,0.05544,0.76149,2.917352113399101,3.369016477332617,1.7773449493414426,1.0,0.0,-2.1,-1.54,-1.49,-2.712352113399101,-2.039016477332617,-1.8273449493414426,1.5889066010104973,1.3085244354293302
16,06/27/2023 22:14:27.000426,207,moving,0.21,1.33,-0.05,-0.08858,0.63962,0.05526,0.76156,0.2,1.33,-0.02,-0.24434,0.45523,0.13147,0.84604,327.78,56.57,0.0,0.71,0.53,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24421,0.44943,0.1292,0.84952,327.92,55.76,0.0,0.7,0.53,0.48,0.56,0.0,-0.83,-0.44,0.85,-0.3,TrackingSpace,0.9980469,2.31,2.86,1.44,-0.08862,0.63965,0.05536,0.76153,2.917352113399101,3.369016477332617,1.7773449493414426,1.0,0.0,-2.1,-1.5299999999999998,-1.49,-2.712352113399101,-2.039016477332617,-1.8273449493414426,1.7034474463929377,1.2373415685020022
17,06/27/2023 22:14:27.014209,208,moving,0.21,1.33,-0.05,-0.08854,0.6396,0.05524,0.76159,0.2,1.33,-0.02,-0.24434,0.45523,0.13147,0.84604,327.78,56.57,0.0,0.71,0.53,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24421,0.44943,0.1292,0.84952,327.92,55.76,0.0,0.7,0.53,0.48,0.56,0.0,-0.83,-0.44,0.85,-0.3,TrackingSpace,0.9980469,2.31,2.86,1.43,-0.08859,0.63962,0.05528,0.76156,2.917352113399101,3.369016477332617,1.7773449493414426,1.0,0.0,-2.1,-1.5299999999999998,-1.48,-2.712352113399101,-2.039016477332617,-1.8273449493414426,1.5562206389729334,1.3141636862270099
18,06/27/2023 22:14:27.028256,209,moving,0.21,1.33,-0.05,-0.08851,0.63954,0.0552,0.76165,0.2,1.33,-0.02,-0.24319,0.45547,0.13087,0.84634,327.94,56.57,0.0,0.71,0.53,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24306,0.44968,0.12861,0.84981,328.08,55.77,0.0,0.7,0.53,0.48,0.56,0.0,-0.83,-0.44,0.85,-0.3,TrackingSpace,0.9980469,2.31,2.85,1.42,-0.08853,0.63959,0.05525,0.7616,2.917352113399101,3.369016477332617,1.7773449493414426,1.0,0.0,-2.1,-1.52,-1.47,-2.712352113399101,-2.039016477332617,-1.8273449493414426,1.5462886547486903,1.3491038180312773
19,06/27/2023 22:14:27.042068,210,moving,0.21,1.33,-0.05,-0.08851,0.63954,0.05518,0.76165,0.2,1.33,-0.02,-0.24319,0.45547,0.13087,0.84634,327.94,56.57,0.0,0.71,0.53,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.24306,0.44968,0.12861,0.84981,328.08,55.77,0.0,0.7,0.53,0.48,0.56,0.0,-0.83,-0.44,0.85,-0.3,TrackingSpace,0.9980469,2.32,2.84,1.42,-0.08851,0.63955,0.05522,0.76164,2.917352113399101,3.369016477332617,1.7773449493414426,1.0,0.0,-2.11,-1.5099999999999998,-1.47,-2.712352113399101,-2.039016477332617,-1.8273449493414426,1.703030790969705,1.2547046248874671
20,06/27/2023 22:14:27.055871,211,moving,0.21,1.33,-0.05,-0.08852,0.63955,0.05512,0.76165,0.2,1.33,-0.02,-0.23912,0.45624,0.12874,0.8474,328.48,56.6,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23899,0.45048,0.12653,0.85085,328.62,55.8,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.32,2.84,1.41,-0.08852,0.63955,0.05516,0.76164,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.11,-1.5099999999999998,-1.46,-4.56916397675721,-3.346429954808098,-3.0568579728844014,1.1496696453816715,6.402415486361842
21,06/27/2023 22:14:27.070004,212,moving,0.21,1.33,-0.05,-0.0885,0.63963,0.05498,0.76159,0.2,1.33,-0.02,-0.23912,0.45624,0.12874,0.8474,328.48,56.6,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23899,0.45048,0.12653,0.85085,328.62,55.8,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.32,2.83,1.41,-0.08852,0.63955,0.05512,0.76165,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.11,-1.5,-1.46,-4.56916397675721,-3.346429954808098,-3.0568579728844014,1.278261731629601,6.322668182658769
22,06/27/2023 22:14:27.084053,213,moving,0.21,1.33,-0.05,-0.08845,0.63971,0.05492,0.76153,0.2,1.33,-0.02,-0.23912,0.45624,0.12874,0.8474,328.48,56.6,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.44,0.85,-0.29,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23899,0.45048,0.12653,0.85085,328.62,55.8,0.0,0.71,0.52,0.48,0.56,0.0,-0.83,-0.43,0.85,-0.29,TrackingSpace,0.9980469,2.33,2.82,1.4,-0.08848,0.63964,0.05498,0.76158,4.77416397675721,4.676429954808098,3.0068579728844016,1.0,0.0,-2.12,-1.4899999999999998,-1.45,-4.56916397675721,-3.346429954808098,-3.0568579728844014,1.3122470068411796,6.451257138981214
23,06/27/2023 22:14:27.097742,214,moving,0.21,1.33,-0.05,-0.0884,0.63981,0.05487,0.76146,0.2,1.33,-0.02,-0.23578,0.45734,0.12716,0.84799,328.92,56.68,0.0,0.72,0.52,0.47,0.55,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23566,0.45158,0.12499,0.85142,329.06,55.88,0.0,0.71,0.51,0.48,0.56,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.33,2.82,1.39,-0.08845,0.63973,0.05492,0.76152,2.736895575075942,3.15370659223381,1.6318288728347454,1.0,0.0,-2.12,-1.4899999999999998,-1.44,-2.531895575075942,-1.82370659223381,-1.6818288728347455,0.9398590621864185,1.1195350144792267
24,06/27/2023 22:14:27.112025,215,moving,0.21,1.33,-0.05,-0.08837,0.63988,0.05499,0.76139,0.2,1.33,-0.02,-0.23578,0.45734,0.12716,0.84799,328.92,56.68,0.0,0.72,0.52,0.47,0.55,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23566,0.45158,0.12499,0.85142,329.06,55.88,0.0,0.71,0.51,0.48,0.56,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.33,2.81,1.38,-0.08841,0.63982,0.05488,0.76144,2.736895575075942,3.15370659223381,1.6318288728347454,1.0,0.0,-2.12,-1.48,-1.43,-2.531895575075942,-1.82370659223381,-1.6818288728347455,0.9682997403040459,1.2143170779505803
25,06/27/2023 22:14:27.125891,216,moving,0.21,1.33,-0.05,-0.08839,0.63995,0.05505,0.76133,0.2,1.33,-0.02,-0.23728,0.4604,0.12919,0.8456,328.65,57.13,0.0,0.72,0.52,0.46,0.54,0.0,-0.84,-0.44,0.85,-0.28,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23719,0.45462,0.127,0.84908,328.78,56.33,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.33,2.8,1.38,-0.08837,0.63988,0.05499,0.76139,2.980342954688942,3.348375750053482,1.754817401201651,1.0,0.0,-2.12,-1.4699999999999998,-1.43,-2.775342954688942,-2.018375750053482,-1.8048174012016511,1.6945534585889945,1.429087167700975
26,06/27/2023 22:14:27.139478,217,moving,0.21,1.33,-0.05,-0.0884,0.64004,0.05505,0.76125,0.2,1.33,-0.02,-0.23728,0.4604,0.12919,0.8456,328.65,57.13,0.0,0.72,0.52,0.46,0.54,0.0,-0.84,-0.44,0.85,-0.28,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23719,0.45462,0.127,0.84908,328.78,56.33,0.0,0.71,0.52,0.47,0.55,0.0,-0.83,-0.43,0.86,-0.29,TrackingSpace,0.9980469,2.34,2.8,1.37,-0.0884,0.63995,0.05504,0.76133,2.980342954688942,3.348375750053482,1.754817401201651,1.0,0.0,-2.13,-1.4699999999999998,-1.4200000000000002,-2.775342954688942,-2.018375750053482,-1.8048174012016511,1.6056696713388097,1.592621728634194
27,06/27/2023 22:14:27.153691,218,moving,0.21,1.33,-0.05,-0.08844,0.64015,0.05496,0.76116,0.2,1.33,-0.02,-0.23235,0.46319,0.12725,0.84574,329.28,57.42,0.0,0.72,0.51,0.46,0.54,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23228,0.45743,0.12512,0.8492,329.4,56.62,0.0,0.72,0.51,0.47,0.55,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,2.34,2.79,1.36,-0.08842,0.64003,0.05506,0.76126,4.834641618494334,4.609329479766821,2.9399999999982076,1.0,0.0,-2.13,-1.46,-1.4100000000000001,-4.629641618494334,-3.2793294797668207,-2.9899999999982074,1.148555559297347,6.642495093970209
28,06/27/2023 22:14:27.167646,219,moving,0.21,1.33,-0.05,-0.08837,0.64026,0.05486,0.76109,0.2,1.33,-0.02,-0.23235,0.46319,0.12725,0.84574,329.28,57.42,0.0,0.72,0.51,0.46,0.54,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23228,0.45743,0.12512,0.8492,329.4,56.62,0.0,0.72,0.51,0.47,0.55,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,2.34,2.78,1.36,-0.08845,0.64014,0.05494,0.76117,4.834641618494334,4.609329479766821,2.9399999999982076,1.0,0.0,-2.13,-1.4499999999999997,-1.4100000000000001,-4.629641618494334,-3.2793294797668207,-2.9899999999982074,1.2992983153788271,6.562591875086465
29,06/27/2023 22:14:27.182505,220,moving,0.21,1.33,-0.05,-0.08832,0.64034,0.0548,0.76103,0.2,1.33,-0.02,-0.23235,0.46319,0.12725,0.84574,329.28,57.42,0.0,0.72,0.51,0.46,0.54,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23228,0.45743,0.12512,0.8492,329.4,56.62,0.0,0.72,0.51,0.47,0.55,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,2.35,2.78,1.35,-0.08837,0.64026,0.05486,0.76108,4.834641618494334,4.609329479766821,2.9399999999982076,1.0,0.0,-2.14,-1.4499999999999997,-1.4000000000000001,-4.629641618494334,-3.2793294797668207,-2.9899999999982074,1.2348759420681863,6.78159458592575
30,06/27/2023 22:14:27.195299,221,moving,0.21,1.33,-0.05,-0.0882,0.64044,0.05478,0.76096,0.2,1.33,-0.02,-0.23061,0.46687,0.12754,0.84415,329.44,57.89,0.0,0.73,0.51,0.46,0.53,0.0,-0.85,-0.43,0.86,-0.27,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23057,0.46111,0.12543,0.84763,329.57,57.09,0.0,0.72,0.51,0.47,0.54,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,2.35,2.77,1.34,-0.0883,0.64034,0.05482,0.76103,3.0321949078162893,3.3187313432852825,1.763178226516037,1.0,0.0,-2.14,-1.44,-1.3900000000000001,-2.8271949078162892,-1.9887313432852824,-1.813178226516037,1.2282681288171786,2.218929678037311
31,06/27/2023 22:14:27.209232,222,moving,0.21,1.33,-0.05,-0.08814,0.64046,0.05487,0.76094,0.2,1.33,-0.02,-0.23061,0.46687,0.12754,0.84415,329.44,57.89,0.0,0.73,0.51,0.46,0.53,0.0,-0.85,-0.43,0.86,-0.27,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.23057,0.46111,0.12543,0.84763,329.57,57.09,0.0,0.72,0.51,0.47,0.54,0.0,-0.84,-0.43,0.86,-0.28,TrackingSpace,0.9980469,2.35,2.76,1.34,-0.0882,0.64042,0.0548,0.76097,3.0321949078162893,3.3187313432852825,1.763178226516037,1.0,0.0,-2.14,-1.4299999999999997,-1.3900000000000001,-2.8271949078162892,-1.9887313432852824,-1.813178226516037,1.3947498420023434,2.139646407847826
32,06/27/2023 22:14:27.223282,223,moving,0.21,1.33,-0.05,-0.08805,0.64047,0.05493,0.76094,0.2,1.33,-0.02,-0.22394,0.47003,0.12462,0.84463,330.3,58.19,0.0,0.74,0.5,0.46,0.53,0.0,-0.85,-0.42,0.87,-0.26,TrackingSpace,0.9980469,0.21,1.33,-0.08,-0.22391,0.4643,0.12258,0.84809,330.42,57.4,0.0,0.73,0.49,0.47,0.54,0.0,-0.84,-0.42,0.87,-0.27,TrackingSpace,0.9980469,2.35,2.76,1.33,-0.08812,0.64045,0.05489,0.76095,2.8126190476249406,3.086190476194445,1.5995238095275375,1.0,0.0,-2.14,-1.4299999999999997,-1.3800000000000001,-2.6076190476249406,-1.756190476194445,-1.6495238095275375,0.5455848321351819,1.6725345735220802
