,Date,Frame,Movement,Camera_Left Eye Position_x,Camera_Left Eye Position_y,Camera_Left Eye Position_z,Camera_Left Eye Rotation_x,Camera_Left Eye Rotation_y,Camera_Left Eye Rotation_z,Camera_Left Eye Rotation_w,Camera_Right Eye Position_x,Camera_Right Eye Position_y,Camera_Right Eye Position_z,Camera_Right Eye Rotation_x,Camera_Right Eye Rotation_y,Camera_Right Eye Rotation_z,Camera_Right Eye Rotation_w,Camera_Center Eye Position_x,Camera_Center Eye Position_y,Camera_Center Eye Position_z,Camera_Center Eye Rotation_x,Camera_Center Eye Rotation_y,Camera_Center Eye Rotation_z,Camera_Center Eye Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Cosine Similarity,Euclidean Error
0,07/20/2023 14:35:42.439483,227,static,-2.1,1.01,0.34,-0.00566,-0.69785,-0.00325,-0.71621,-2.1,1.01,0.28,-0.00566,-0.69785,-0.00325,-0.71621,-2.1,1.01,0.31,-0.00566,-0.69785,-0.00325,-0.71621,-2.1,1.0,0.34,0.06729,0.62293,-0.05391,0.77751,9.89,77.4,0.0,0.96,-0.17,0.21,0.22,0.0,-0.98,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06802,0.60619,-0.05215,0.79068,9.83,74.95,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.16,0.99,0.04,TrackingSpace,0.9980469,1.24,0.37,1.16,-0.00577,-0.69785,-0.00329,-0.71621,-1.0088214803783768,0.8107647331876404,0.5783349708914223,1.0,0.0,-3.34,0.64,-0.8499999999999999,-1.0911785196216233,0.19423526681235947,-0.2683349708914222,0.8458684556670464,1.1735492091279751
1,07/20/2023 14:35:42.453164,228,static,-2.1,1.01,0.34,-0.00556,-0.69787,-0.00323,-0.7162,-2.1,1.01,0.28,-0.00556,-0.69787,-0.00323,-0.7162,-2.1,1.01,0.31,-0.00556,-0.69787,-0.00323,-0.7162,-2.1,1.0,0.34,0.06729,0.62293,-0.05391,0.77751,9.89,77.4,0.0,0.96,-0.17,0.21,0.22,0.0,-0.98,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06802,0.60619,-0.05215,0.79068,9.83,74.95,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.16,0.99,0.04,TrackingSpace,0.9980469,1.24,0.37,1.16,-0.00566,-0.69786,-0.00327,-0.7162,-1.0088214803783768,0.8107647331876404,0.5783349708914223,1.0,0.0,-3.34,0.64,-0.8499999999999999,-1.0911785196216233,0.19423526681235947,-0.2683349708914222,0.8458684556670464,1.1735492091279751
2,07/20/2023 14:35:42.467376,229,static,-2.1,1.01,0.34,-0.00551,-0.69792,-0.00324,-0.71615,-2.1,1.01,0.28,-0.00551,-0.69792,-0.00324,-0.71615,-2.1,1.01,0.31,-0.00551,-0.69792,-0.00324,-0.71615,-2.1,1.0,0.34,0.06635,0.62497,-0.05344,0.77599,9.77,77.69,0.0,0.96,-0.17,0.21,0.21,0.0,-0.98,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06717,0.60612,-0.05148,0.79086,9.71,74.93,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.16,0.99,0.04,TrackingSpace,0.9980469,1.24,0.37,1.16,-0.00556,-0.69787,-0.00323,-0.71619,-1.0088214803783768,0.8107647331876404,0.5783349708914223,1.0,0.0,-3.34,0.64,-0.8499999999999999,-1.0911785196216233,0.19423526681235947,-0.2683349708914222,0.8458684556670464,1.1735492091279751
3,07/20/2023 14:35:42.481261,230,static,-2.1,1.01,0.34,-0.00549,-0.69798,-0.0032,-0.71609,-2.1,1.01,0.28,-0.00549,-0.69798,-0.0032,-0.71609,-2.1,1.01,0.31,-0.00549,-0.69798,-0.0032,-0.71609,-2.1,1.0,0.34,0.06635,0.62497,-0.05344,0.77599,9.77,77.69,0.0,0.96,-0.17,0.21,0.21,0.0,-0.98,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06717,0.60612,-0.05148,0.79086,9.71,74.93,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.16,0.99,0.04,TrackingSpace,0.9980469,1.24,0.37,1.16,-0.00551,-0.69792,-0.00324,-0.71615,-1.0088214803783768,0.8107647331876404,0.5783349708914223,1.0,0.0,-3.34,0.64,-0.8499999999999999,-1.0911785196216233,0.19423526681235947,-0.2683349708914222,0.8458684556670464,1.1735492091279751
4,07/20/2023 14:35:42.495078,231,static,-2.1,1.01,0.34,-0.00556,-0.69806,-0.00316,-0.71601,-2.1,1.01,0.28,-0.00556,-0.69806,-0.00316,-0.71601,-2.1,1.01,0.31,-0.00556,-0.69806,-0.00316,-0.71601,-2.1,1.0,0.34,0.06702,0.6249,-0.05397,0.77595,9.87,77.69,0.0,0.96,-0.17,0.21,0.21,0.0,-0.98,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06784,0.60602,-0.05199,0.79085,9.81,74.92,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.16,0.99,0.04,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00551,-0.69799,-0.00322,-0.71608,-1.0088214803783768,0.8107647331876404,0.5783349708914223,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.0911785196216233,0.19423526681235947,-0.2683349708914222,0.8001190013971176,1.1580447061465924
5,07/20/2023 14:35:42.509168,232,static,-2.1,1.01,0.34,-0.00561,-0.69814,-0.00311,-0.71593,-2.1,1.01,0.28,-0.00561,-0.69814,-0.00311,-0.71593,-2.1,1.01,0.31,-0.00561,-0.69814,-0.00311,-0.71593,-2.1,1.0,0.34,0.06702,0.6249,-0.05397,0.77595,9.87,77.69,0.0,0.96,-0.17,0.21,0.21,0.0,-0.98,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06784,0.60602,-0.05199,0.79085,9.81,74.92,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.16,0.99,0.04,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00557,-0.69806,-0.00316,-0.71601,-1.0088214803783768,0.8107647331876404,0.5783349708914223,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.0911785196216233,0.19423526681235947,-0.2683349708914222,0.8001190013971176,1.1580447061465924
6,07/20/2023 14:35:42.523087,233,static,-2.1,1.01,0.34,-0.00568,-0.69822,-0.00303,-0.71585,-2.1,1.01,0.28,-0.00568,-0.69822,-0.00303,-0.71585,-2.1,1.01,0.31,-0.00568,-0.69822,-0.00303,-0.71585,-2.1,1.0,0.34,0.0677,0.62101,-0.05397,0.77901,9.93,77.12,0.0,0.96,-0.17,0.22,0.22,0.0,-0.97,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06843,0.60344,-0.05209,0.79275,9.87,74.56,0.0,0.95,-0.17,0.26,0.27,0.0,-0.96,0.17,0.99,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00563,-0.69813,-0.00311,-0.71594,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7089043987805486,1.6592606058812618
7,07/20/2023 14:35:42.536871,234,static,-2.1,1.01,0.34,-0.0057,-0.69832,-0.00292,-0.71576,-2.1,1.01,0.28,-0.0057,-0.69832,-0.00292,-0.71576,-2.1,1.01,0.31,-0.0057,-0.69832,-0.00292,-0.71576,-2.1,1.0,0.34,0.0677,0.62101,-0.05397,0.77901,9.93,77.12,0.0,0.96,-0.17,0.22,0.22,0.0,-0.97,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06843,0.60344,-0.05209,0.79275,9.87,74.56,0.0,0.95,-0.17,0.26,0.27,0.0,-0.96,0.17,0.99,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00568,-0.69821,-0.00303,-0.71586,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7089043987805486,1.6592606058812618
8,07/20/2023 14:35:42.551174,235,static,-2.1,1.01,0.34,-0.00564,-0.69845,-0.00274,-0.71563,-2.1,1.01,0.28,-0.00564,-0.69845,-0.00274,-0.71563,-2.1,1.01,0.31,-0.00564,-0.69845,-0.00274,-0.71563,-2.1,1.0,0.34,0.0677,0.62101,-0.05397,0.77901,9.93,77.12,0.0,0.96,-0.17,0.22,0.22,0.0,-0.97,0.17,0.99,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06843,0.60344,-0.05209,0.79275,9.87,74.56,0.0,0.95,-0.17,0.26,0.27,0.0,-0.96,0.17,0.99,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00571,-0.69832,-0.00293,-0.71576,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7089043987805486,1.6592606058812618
9,07/20/2023 14:35:42.564956,236,static,-2.1,1.01,0.34,-0.00558,-0.69853,-0.00266,-0.71556,-2.1,1.01,0.28,-0.00558,-0.69853,-0.00266,-0.71556,-2.1,1.01,0.31,-0.00558,-0.69853,-0.00266,-0.71556,-2.1,1.0,0.34,0.06939,0.62099,-0.05533,0.77878,10.18,77.14,0.0,0.96,-0.18,0.22,0.22,0.0,-0.97,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07013,0.60344,-0.0534,0.79252,10.11,74.57,0.0,0.95,-0.18,0.26,0.27,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00564,-0.69846,-0.00274,-0.71562,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.18874588357009955,0.16676232079788306
10,07/20/2023 14:35:42.578952,237,static,-2.1,1.01,0.34,-0.00558,-0.69859,-0.00263,-0.71549,-2.1,1.01,0.28,-0.00558,-0.69859,-0.00263,-0.71549,-2.1,1.01,0.31,-0.00558,-0.69859,-0.00263,-0.71549,-2.1,1.0,0.34,0.06939,0.62099,-0.05533,0.77878,10.18,77.14,0.0,0.96,-0.18,0.22,0.22,0.0,-0.97,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07013,0.60344,-0.0534,0.79252,10.11,74.57,0.0,0.95,-0.18,0.26,0.27,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00557,-0.69853,-0.00265,-0.71555,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.18874588357009955,0.16676232079788306
11,07/20/2023 14:35:42.592576,238,static,-2.1,1.01,0.34,-0.00561,-0.6987,-0.00263,-0.71539,-2.1,1.01,0.28,-0.00561,-0.6987,-0.00263,-0.71539,-2.1,1.01,0.31,-0.00561,-0.6987,-0.00263,-0.71539,-2.1,1.0,0.34,0.06953,0.61958,-0.05524,0.77989,10.19,76.93,0.0,0.96,-0.18,0.22,0.23,0.0,-0.97,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07023,0.60264,-0.05336,0.79313,10.12,74.46,0.0,0.95,-0.18,0.26,0.27,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00558,-0.69861,-0.00267,-0.71547,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.18874588357009955,0.16676232079788306
12,07/20/2023 14:35:42.606562,239,static,-2.1,1.01,0.34,-0.00562,-0.69875,-0.00266,-0.71534,-2.1,1.01,0.28,-0.00562,-0.69875,-0.00266,-0.71534,-2.1,1.01,0.31,-0.00562,-0.69875,-0.00266,-0.71534,-2.1,1.0,0.34,0.06953,0.61958,-0.05524,0.77989,10.19,76.93,0.0,0.96,-0.18,0.22,0.23,0.0,-0.97,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07023,0.60264,-0.05336,0.79313,10.12,74.46,0.0,0.95,-0.18,0.26,0.27,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00558,-0.69869,-0.00264,-0.7154,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.14102656119151225,0.4216311754143969
13,07/20/2023 14:35:42.620411,240,static,-2.1,1.01,0.34,-0.00566,-0.69883,-0.00261,-0.71526,-2.1,1.01,0.28,-0.00566,-0.69883,-0.00261,-0.71526,-2.1,1.01,0.31,-0.00566,-0.69883,-0.00261,-0.71526,-2.1,1.0,0.34,0.06953,0.61958,-0.05524,0.77989,10.19,76.93,0.0,0.96,-0.18,0.22,0.23,0.0,-0.97,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07023,0.60264,-0.05336,0.79313,10.12,74.46,0.0,0.95,-0.18,0.26,0.27,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00561,-0.69875,-0.00262,-0.71533,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.14102656119151225,0.4216311754143969
14,07/20/2023 14:35:42.634141,241,static,-2.1,1.01,0.34,-0.00566,-0.6989,-0.00257,-0.7152,-2.1,1.01,0.28,-0.00566,-0.6989,-0.00257,-0.7152,-2.1,1.01,0.31,-0.00566,-0.6989,-0.00257,-0.7152,-2.1,1.0,0.34,0.07026,0.62135,-0.05609,0.77836,10.32,77.2,0.0,0.96,-0.18,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.071,0.60402,-0.05415,0.79195,10.25,74.67,0.0,0.95,-0.18,0.26,0.26,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00566,-0.69882,-0.00262,-0.71527,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.14102656119151225,0.4216311754143969
15,07/20/2023 14:35:42.648245,242,static,-2.1,1.01,0.34,-0.00562,-0.69892,-0.00248,-0.71517,-2.1,1.01,0.28,-0.00562,-0.69892,-0.00248,-0.71517,-2.1,1.01,0.31,-0.00562,-0.69892,-0.00248,-0.71517,-2.1,1.0,0.34,0.07026,0.62135,-0.05609,0.77836,10.32,77.2,0.0,0.96,-0.18,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.071,0.60402,-0.05415,0.79195,10.25,74.67,0.0,0.95,-0.18,0.26,0.26,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00563,-0.69889,-0.00255,-0.7152,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.14102656119151225,0.4216311754143969
16,07/20/2023 14:35:42.662286,243,static,-2.1,1.01,0.34,-0.00555,-0.69894,-0.00244,-0.71516,-2.1,1.01,0.28,-0.00555,-0.69894,-0.00244,-0.71516,-2.1,1.01,0.31,-0.00555,-0.69894,-0.00244,-0.71516,-2.1,1.0,0.34,0.06803,0.62238,-0.05443,0.77785,10.0,77.33,0.0,0.96,-0.17,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06877,0.60445,-0.05249,0.79193,9.93,74.71,0.0,0.95,-0.17,0.26,0.26,0.0,-0.96,0.17,0.99,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00562,-0.69892,-0.00248,-0.71517,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7035467054117392,1.9800618084730954
17,07/20/2023 14:35:42.675840,244,static,-2.1,1.01,0.34,-0.00549,-0.69896,-0.0024,-0.71514,-2.1,1.01,0.28,-0.00549,-0.69896,-0.0024,-0.71514,-2.1,1.01,0.31,-0.00549,-0.69896,-0.0024,-0.71514,-2.1,1.0,0.34,0.06803,0.62238,-0.05443,0.77785,10.0,77.33,0.0,0.96,-0.17,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06877,0.60445,-0.05249,0.79193,9.93,74.71,0.0,0.95,-0.17,0.26,0.26,0.0,-0.96,0.17,0.99,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00553,-0.69893,-0.00244,-0.71516,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7035467054117392,1.9800618084730954
18,07/20/2023 14:35:42.689963,245,static,-2.1,1.01,0.34,-0.00545,-0.69893,-0.00236,-0.71516,-2.1,1.01,0.28,-0.00545,-0.69893,-0.00236,-0.71516,-2.1,1.01,0.31,-0.00545,-0.69893,-0.00236,-0.71516,-2.1,1.0,0.34,0.06767,0.62257,-0.05417,0.77775,9.95,77.35,0.0,0.96,-0.17,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06839,0.60513,-0.05229,0.79145,9.88,74.8,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.17,0.99,0.04,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00547,-0.69895,-0.0024,-0.71514,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7035467054117392,1.9800618084730954
19,07/20/2023 14:35:42.703930,246,static,-2.1,1.01,0.34,-0.00547,-0.69889,-0.00227,-0.7152,-2.1,1.01,0.28,-0.00547,-0.69889,-0.00227,-0.7152,-2.1,1.01,0.31,-0.00547,-0.69889,-0.00227,-0.7152,-2.1,1.0,0.34,0.06767,0.62257,-0.05417,0.77775,9.95,77.35,0.0,0.96,-0.17,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06839,0.60513,-0.05229,0.79145,9.88,74.8,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.17,0.99,0.04,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00546,-0.69892,-0.00235,-0.71518,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7035467054117392,1.9800618084730954
20,07/20/2023 14:35:42.717736,247,static,-2.1,1.01,0.34,-0.00549,-0.69885,-0.0022,-0.71524,-2.1,1.01,0.28,-0.00549,-0.69885,-0.0022,-0.71524,-2.1,1.01,0.31,-0.00549,-0.69885,-0.0022,-0.71524,-2.1,1.0,0.34,0.06767,0.62257,-0.05417,0.77775,9.95,77.35,0.0,0.96,-0.17,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06839,0.60513,-0.05229,0.79145,9.88,74.8,0.0,0.95,-0.17,0.26,0.26,0.0,-0.97,0.17,0.99,0.04,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00548,-0.69888,-0.00228,-0.71521,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7035467054117392,1.9800618084730954
21,07/20/2023 14:35:42.731734,248,static,-2.1,1.01,0.34,-0.00549,-0.69883,-0.00214,-0.71526,-2.1,1.01,0.28,-0.00549,-0.69883,-0.00214,-0.71526,-2.1,1.01,0.31,-0.00549,-0.69883,-0.00214,-0.71526,-2.1,1.0,0.34,0.06775,0.62248,-0.05422,0.77781,9.96,77.34,0.0,0.96,-0.17,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06846,0.60507,-0.05234,0.7915,9.89,74.79,0.0,0.95,-0.17,0.26,0.26,0.0,-0.96,0.17,0.99,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.0055,-0.69885,-0.00221,-0.71524,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7035467054117392,1.9800618084730954
22,07/20/2023 14:35:42.745608,249,static,-2.1,1.01,0.34,-0.00549,-0.6988,-0.00211,-0.7153,-2.1,1.01,0.28,-0.00549,-0.6988,-0.00211,-0.7153,-2.1,1.01,0.31,-0.00549,-0.6988,-0.00211,-0.7153,-2.1,1.0,0.34,0.06775,0.62248,-0.05422,0.77781,9.96,77.34,0.0,0.96,-0.17,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.06846,0.60507,-0.05234,0.7915,9.89,74.79,0.0,0.95,-0.17,0.26,0.26,0.0,-0.96,0.17,0.99,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00549,-0.69882,-0.00215,-0.71528,-0.7521754767332712,0.7650802655685707,0.6485496821778096,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478245232667287,0.23991973443142922,-0.33854968217780956,0.7035467054117392,1.9800618084730954
23,07/20/2023 14:35:42.759581,250,static,-2.1,1.01,0.34,-0.00545,-0.69876,-0.00209,-0.71533,-2.1,1.01,0.28,-0.00545,-0.69876,-0.00209,-0.71533,-2.1,1.01,0.31,-0.00545,-0.69876,-0.00209,-0.71533,-2.1,1.0,0.34,0.06947,0.62223,-0.05558,0.77777,10.21,77.32,0.0,0.96,-0.18,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07019,0.6049,-0.05365,0.79139,10.14,74.78,0.0,0.95,-0.18,0.26,0.26,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00548,-0.69878,-0.00212,-0.71531,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.14102656119151225,0.4216311754143969
24,07/20/2023 14:35:42.773164,251,static,-2.1,1.01,0.34,-0.00547,-0.69872,-0.00215,-0.71537,-2.1,1.01,0.28,-0.00547,-0.69872,-0.00215,-0.71537,-2.1,1.01,0.31,-0.00547,-0.69872,-0.00215,-0.71537,-2.1,1.0,0.34,0.06947,0.62223,-0.05558,0.77777,10.21,77.32,0.0,0.96,-0.18,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07019,0.6049,-0.05365,0.79139,10.14,74.78,0.0,0.95,-0.18,0.26,0.26,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.15,-0.00548,-0.69877,-0.0021,-0.71532,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8399999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.14102656119151225,0.4216311754143969
25,07/20/2023 14:35:42.787199,252,static,-2.1,1.01,0.34,-0.00553,-0.69868,-0.00223,-0.71541,-2.1,1.01,0.28,-0.00553,-0.69868,-0.00223,-0.71541,-2.1,1.01,0.31,-0.00553,-0.69868,-0.00223,-0.71541,-2.1,1.0,0.34,0.06947,0.62223,-0.05558,0.77777,10.21,77.32,0.0,0.96,-0.18,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07019,0.6049,-0.05365,0.79139,10.14,74.78,0.0,0.95,-0.18,0.26,0.26,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00547,-0.69871,-0.00214,-0.71538,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.18874588357009955,0.16676232079788306
26,07/20/2023 14:35:42.801186,253,static,-2.1,1.01,0.34,-0.00562,-0.69865,-0.00222,-0.71544,-2.1,1.01,0.28,-0.00562,-0.69865,-0.00222,-0.71544,-2.1,1.01,0.31,-0.00562,-0.69865,-0.00222,-0.71544,-2.1,1.0,0.34,0.06957,0.62143,-0.05554,0.7784,10.22,77.2,0.0,0.96,-0.18,0.22,0.22,0.0,-0.98,0.17,0.98,0.04,TrackingSpace,0.9980469,-2.1,1.01,0.28,0.07029,0.60383,-0.05358,0.7922,10.14,74.63,0.0,0.95,-0.18,0.26,0.27,0.0,-0.96,0.17,0.98,0.05,TrackingSpace,0.9980469,1.25,0.37,1.16,-0.00554,-0.69869,-0.00222,-0.7154,-0.7521765955949719,0.7509675715024048,0.6485489362700917,1.0,0.0,-3.35,0.64,-0.8499999999999999,-1.3478234044050281,0.2540324284975951,-0.33854893627009164,0.18874588357009955,0.16676232079788306
