,Frame,Movement,Gaze Point_x,Gaze Point_y,Gaze Point_z,Ball Position_x,Ball Position_y,Ball Position_z,Cosine Similarity,Euclidean Error
0,228,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.12,71.25,16.54,0.09032598465480059,99.7359746330495
1,229,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.12,71.26,16.52,0.08752910417965828,99.72376227145817
2,230,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.12,71.26,16.51,0.08638809928995936,99.71814515420357
3,231,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.12,71.26,16.49,0.08410532394381544,99.70691019204769
4,232,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.13,71.25,16.48,0.08357469484690833,99.70211133236728
5,233,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.13,71.24,16.48,0.08408908527720395,99.7030872743076
6,234,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.15,71.21,16.45,0.08239599701882401,99.68884125932263
7,235,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.15,71.21,16.45,0.08239599701882401,99.68884125932263
8,236,static,0.5192586977391198,1.3535840120280462,-0.4382550421101051,172.14,71.21,16.45,0.036265462410892096,99.68516612754536
9,237,static,0.5192586977391198,1.3535840120280462,-0.4382550421101051,172.15,71.21,16.46,0.0350249215665606,99.69062202568904
10,238,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.14,71.23,16.47,0.18589730896645396,99.78491166411064
11,239,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.14,71.22,16.49,0.1886975666770182,99.79811060549224
12,240,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.14,71.23,16.48,0.18704012722399957,99.79097935079993
13,241,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.13,71.23,16.49,0.18808576969155685,99.79721789423229
14,242,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.13,71.23,16.47,0.18580049316925457,99.78508260195257
15,243,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.13,71.24,16.47,0.18528620368290133,99.78402030810634
16,244,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.13,71.25,16.47,0.18477204261969982,99.78295833421508
17,245,static,1.4377648214895995,1.7310969517375658,-0.35364399208601305,172.12,71.27,16.45,0.06808390095049484,99.6832254951178
18,246,static,1.4377648214895995,1.7310969517375658,-0.35364399208601305,172.12,71.29,16.44,0.06591529161107756,99.67563285059904
19,247,static,1.4377648214895995,1.7310969517375658,-0.35364399208601305,172.11,71.3,16.42,0.06302137228970002,99.66353693523509
20,248,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.11,71.3,16.39,0.17287187213410327,99.72947567181748
21,249,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.12,71.3,16.36,0.16953732244177994,99.71110629468205
22,250,static,-0.9832752588134354,0.7533210887509725,-0.5646288647397232,172.12,71.3,16.34,175.61705790543525,99.60477426287903
23,251,static,-0.9832752588134354,0.7533210887509725,-0.5646288647397232,172.12,71.31,16.29,175.62329308263838,99.57600503659575
24,252,static,-1.6493970430146963,0.47818383005914733,-0.6303864844566821,172.12,71.3,16.27,175.30541117570866,99.56602351410292
25,253,static,-1.6493970430146963,0.47818383005914733,-0.6303864844566821,172.13,71.31,16.23,175.31041083285297,99.54275231470709
26,254,static,-1.6493970430146963,0.47818383005914733,-0.6303864844566821,172.13,71.31,16.2,175.3138534912219,99.5261221979157
27,255,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.14,71.3,16.17,0.1350029167893586,99.51971422909303
28,256,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.14,71.29,16.16,0.13436017889934554,99.51507004382628
29,257,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.14,71.29,16.15,0.14615278186069824,99.58434615973749
30,258,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.14,71.29,16.15,0.14615278186069824,99.58434615973749
31,259,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.15,71.28,16.15,0.14675417848345101,99.58521937289476
32,260,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.15,71.28,16.15,0.04441452349833407,99.51339185905695
33,261,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.15,71.26,16.18,0.04887770780680699,99.53218298615444
34,262,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.16,71.24,16.19,0.14053534986569402,99.53633238207213
35,263,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.16,71.23,16.21,0.09865999631425042,99.54908813733427
36,264,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.16,71.23,16.22,0.055095177464761516,99.55741260438327
37,265,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.15,71.24,16.27,0.06023373066077399,99.58472668189904
38,266,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.14,71.26,16.27,0.05911898977346306,99.582952238855
39,267,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.14,71.27,16.29,0.1056178190481361,99.59037675204188
40,268,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.12,71.31,16.29,0.1033882849043006,99.58684222128419
41,269,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.11,71.34,16.3,0.1605353869954919,99.6706732727222
42,270,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.09,71.37,16.32,0.16110399836905825,99.67999641587076
43,271,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.09,71.37,16.31,0.1599605833429092,99.67393234716339
44,272,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.1,71.37,16.31,0.160056606758479,99.67376293536302
45,273,static,13.709460547184408,6.63968337547706,0.6975717553253084,172.11,71.35,16.26,0.15544693164679513,99.64536066641763
46,274,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.13,71.31,16.2,0.13784614333896392,99.53570279207457
47,275,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.14,71.28,16.17,0.13601625140172346,99.52162143014188
48,276,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.15,71.26,16.17,0.13712532817317594,99.52337658993336
49,277,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.16,71.24,16.16,0.13708429500970823,99.51953270923961
50,278,static,-0.026880077884880685,1.1447358829920367,-0.4894776774725339,172.17,71.22,16.14,0.13589083579019617,99.5100861647243
51,279,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.18,71.2,16.12,0.09001170875795719,99.50119493388168
52,280,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.19,71.19,16.1,0.08830668655724537,99.49077930396487
53,281,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.19,71.17,16.1,0.08931955921109018,99.49268662647903
54,282,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.2,71.17,16.1,0.08941437216832825,99.49253408382697
55,283,static,0.12726137090779963,1.2039666042002508,-0.47619884325573236,172.19,71.17,16.14,0.09393372426004946,99.51512437321907
56,284,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.19,71.16,16.14,0.04972690130038278,99.51865461420833
57,285,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.19,71.17,16.17,0.05267728076252631,99.53458451168153
58,286,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.19,71.16,16.18,0.054337903645709666,99.54117610210253
59,287,static,0.810047666333832,1.4661474837421284,-0.4174619956750544,172.19,71.15,16.18,0.05484651969724263,99.54213848249958
60,288,static,-0.817336516841634,0.8421314183929335,-0.554520374579784,172.2,71.14,16.19,175.1115551442395,99.540650281335
61,289,static,-0.817336516841634,0.8421314183929335,-0.554520374579784,172.21,71.11,16.23,175.10532122978083,99.5656862836561
62,290,static,-0.817336516841634,0.8421314183929335,-0.554520374579784,172.21,71.1,16.25,175.10250641439347,99.57780545463758
