,Date,Frame,Movement,Camera_Left Eye Position_x,Camera_Left Eye Position_y,Camera_Left Eye Position_z,Camera_Left Eye Rotation_x,Camera_Left Eye Rotation_y,Camera_Left Eye Rotation_z,Camera_Left Eye Rotation_w,Camera_Right Eye Position_x,Camera_Right Eye Position_y,Camera_Right Eye Position_z,Camera_Right Eye Rotation_x,Camera_Right Eye Rotation_y,Camera_Right Eye Rotation_z,Camera_Right Eye Rotation_w,Camera_Center Eye Position_x,Camera_Center Eye Position_y,Camera_Center Eye Position_z,Camera_Center Eye Rotation_x,Camera_Center Eye Rotation_y,Camera_Center Eye Rotation_z,Camera_Center Eye Rotation_w,Gaze_Left Eye Position_x,Gaze_Left Eye Position_y,Gaze_Left Eye Position_z,Gaze_Left Eye Rotation_x,Gaze_Left Eye Rotation_y,Gaze_Left Eye Rotation_z,Gaze_Left Eye Rotation_w,Gaze_Left Euler Angles_x,Gaze_Left Euler Angles_y,Gaze_Left Euler Angles_z,Gaze_Left Forward Vector_x,Gaze_Left Forward Vector_y,Gaze_Left Forward Vector_z,Gaze_Left Right Vector_x,Gaze_Left Right Vector_y,Gaze_Left Right Vector_z,Gaze_Left Up Vector_x,Gaze_Left Up Vector_y,Gaze_Left Up Vector_z,Gaze_Left Tracking Mode,Gaze_Left Confidence Value,Gaze_Right Eye Position_x,Gaze_Right Eye Position_y,Gaze_Right Eye Position_z,Gaze_Right Eye Rotation_x,Gaze_Right Eye Rotation_y,Gaze_Right Eye Rotation_z,Gaze_Right Eye Rotation_w,Gaze_Right Euler Angles_x,Gaze_Right Euler Angles_y,Gaze_Right Euler Angles_z,Gaze_Right Forward Vector_x,Gaze_Right Forward Vector_y,Gaze_Right Forward Vector_z,Gaze_Right Right Vector_x,Gaze_Right Right Vector_y,Gaze_Right Right Vector_z,Gaze_Right Up Vector_x,Gaze_Right Up Vector_y,Gaze_Right Up Vector_z,Gaze_Right Tracking Mode,Gaze_Right Confidence Value,Ball Position_x,Ball Position_y,Ball Position_z,Ball Rotation_x,Ball Rotation_y,Ball Rotation_z,Ball Rotation_w,Gaze Point_x,Gaze Point_y,Gaze Point_z,Debug_Intersection,Debug_Divergence,Expected Gaze_x,Expected Gaze_y,Expected Gaze_z,Actual Gaze_x,Actual Gaze_y,Actual Gaze_z,Expected Visual Angle_x,Expected Visual Angle_y,Actual Visual Angle_x,Actual Visual Angle_y,Cosine Similarity,Euclidean Error
0,06/23/2023 21:18:22.721426,228,static,-0.1,1.05,-0.29,-0.04068,0.66239,0.03519,0.74723,-0.09,1.05,-0.34,-0.04068,0.66239,0.03519,0.74723,-0.1,1.05,-0.31,-0.04068,0.66239,0.03519,0.74723,-0.1,1.05,-0.28,-0.15303,0.65223,0.13678,0.72971,336.31,83.58,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15459,0.64374,0.13499,0.73721,336.31,82.26,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.54,75.05,19.97,-0.04042,0.66243,0.03513,0.74721,3.1360940188220328,2.4702611071745197,0.07561785244384611,1.0,0.0,-168.64,-74.0,-20.279999999999998,-3.231094018822033,-1.4202611071745197,-0.3906178524438461,-1.6904777756985998,-1.838282886772206,-1.6911058499689098,-1.839192680099864,0.0035206017570751564,101.18214505914709
1,06/23/2023 21:18:22.735842,229,static,-0.1,1.05,-0.29,-0.04071,0.66236,0.03518,0.74725,-0.09,1.05,-0.34,-0.04071,0.66236,0.03518,0.74725,-0.1,1.05,-0.31,-0.04071,0.66236,0.03518,0.74725,-0.1,1.05,-0.28,-0.15318,0.65223,0.13693,0.72964,336.29,83.59,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15475,0.64374,0.13514,0.73715,336.29,82.26,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.51,75.13,19.97,-0.04068,0.6624,0.03519,0.74722,3.1360940188220328,2.4702611071745197,0.07561785244384611,1.0,0.0,-168.60999999999999,-74.08,-20.279999999999998,-3.231094018822033,-1.4202611071745197,-0.3906178524438461,-1.6904988672532497,-1.8380075863582555,-1.6911058499689098,-1.839192680099864,0.008152397097538486,101.17436346526301
2,06/23/2023 21:18:22.749285,230,static,-0.1,1.05,-0.29,-0.04092,0.66235,0.03529,0.74725,-0.09,1.05,-0.34,-0.04092,0.66235,0.03529,0.74725,-0.1,1.05,-0.31,-0.04092,0.66235,0.03529,0.74725,-0.1,1.05,-0.28,-0.15304,0.65222,0.13679,0.72971,336.31,83.58,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15461,0.64373,0.135,0.73721,336.31,82.25,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.5,75.14,19.98,-0.04072,0.66236,0.03519,0.74725,3.1360940188220328,2.4702611071745197,0.07561785244384611,1.0,0.0,-168.6,-74.09,-20.29,-3.231094018822033,-1.4202611071745197,-0.3906178524438461,-1.6905643650744633,-1.8380987717415485,-1.6911058499689098,-1.839192680099864,0.007842199793185702,101.17896702377874
3,06/23/2023 21:18:22.763397,231,static,-0.1,1.05,-0.29,-0.04114,0.66242,0.0351,0.74718,-0.09,1.05,-0.34,-0.04114,0.66242,0.0351,0.74718,-0.1,1.05,-0.31,-0.04114,0.66242,0.0351,0.74718,-0.1,1.05,-0.28,-0.15341,0.6521,0.13709,0.72968,336.25,83.57,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15498,0.6436,0.1353,0.73719,336.26,82.25,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.48,75.2,19.97,-0.04089,0.66235,0.03525,0.74725,3.1360940188220328,2.4702611071745197,0.07561785244384611,1.0,0.0,-168.57999999999998,-74.15,-20.279999999999998,-3.231094018822033,-1.4202611071745197,-0.3906178524438461,-1.6905199662076131,-1.8377671518491476,-1.6911058499689098,-1.839192680099864,0.012243396078842483,101.1676431399274
4,06/23/2023 21:18:22.777146,232,static,-0.1,1.05,-0.29,-0.04129,0.66242,0.03505,0.74717,-0.09,1.05,-0.34,-0.04129,0.66242,0.03505,0.74717,-0.1,1.05,-0.31,-0.04129,0.66242,0.03505,0.74717,-0.1,1.05,-0.28,-0.15337,0.65223,0.13711,0.72958,336.26,83.59,0.0,0.91,0.4,0.1,0.11,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15494,0.64373,0.13532,0.73708,336.26,82.26,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.48,75.22,19.89,-0.04114,0.66243,0.03506,0.74717,3.1360940188220328,2.4702611071745197,0.07561785244384611,1.0,0.0,-168.57999999999998,-74.17,-20.2,-3.231094018822033,-1.4202611071745197,-0.3906178524438461,-1.6900521574487737,-1.836694684448026,-1.6911058499689098,-1.839192680099864,0.021007204173774233,101.12195953165936
5,06/23/2023 21:18:22.790538,233,static,-0.1,1.05,-0.29,-0.04132,0.66247,0.035,0.74713,-0.09,1.05,-0.34,-0.04132,0.66247,0.035,0.74713,-0.1,1.05,-0.31,-0.04132,0.66247,0.035,0.74713,-0.1,1.05,-0.28,-0.153,0.65542,0.13801,0.72661,336.22,84.1,0.0,0.91,0.4,0.09,0.1,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.1552,0.64375,0.13557,0.73696,336.22,82.28,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.47,75.24,19.87,-0.04126,0.66244,0.03501,0.74716,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.57,-74.19,-20.18,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6899421979806737,-1.8363753440955368,-1.6857045972243487,-1.8275729475447873,0.0655035317790731,101.11630885673182
6,06/23/2023 21:18:22.804501,234,static,-0.1,1.05,-0.29,-0.04134,0.66252,0.03499,0.74709,-0.09,1.05,-0.34,-0.04134,0.66252,0.03499,0.74709,-0.1,1.05,-0.32,-0.04134,0.66252,0.03499,0.74709,-0.1,1.05,-0.28,-0.15303,0.65541,0.13803,0.72661,336.21,84.1,0.0,0.91,0.4,0.09,0.1,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15523,0.64374,0.13559,0.73696,336.21,82.27,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.47,75.25,19.84,-0.04131,0.66248,0.03502,0.74712,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.57,-74.2,-20.16,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.689825227569819,-1.8360902159068793,-1.6857045972243487,-1.8275729475447873,0.06304654899721232,101.09903344645865
7,06/23/2023 21:18:22.818564,235,static,-0.1,1.05,-0.29,-0.04129,0.66258,0.03506,0.74703,-0.09,1.05,-0.34,-0.04129,0.66258,0.03506,0.74703,-0.1,1.05,-0.32,-0.04129,0.66258,0.03506,0.74703,-0.1,1.05,-0.28,-0.15171,0.6558,0.1369,0.72676,336.42,84.12,0.0,0.91,0.4,0.09,0.1,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.1539,0.64414,0.13449,0.73709,336.41,82.3,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.47,75.26,19.82,-0.04133,0.66253,0.03502,0.74707,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.57,-74.21000000000001,-20.14,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6897082538862775,-1.8358051203957653,-1.6857045972243487,-1.8275729475447873,0.060589560494570475,101.08717402544126
8,06/23/2023 21:18:22.831902,236,static,-0.1,1.05,-0.29,-0.04126,0.66261,0.03515,0.747,-0.09,1.05,-0.34,-0.04126,0.66261,0.03515,0.747,-0.1,1.05,-0.32,-0.04126,0.66261,0.03515,0.747,-0.1,1.05,-0.28,-0.15169,0.65579,0.13688,0.72677,336.42,84.12,0.0,0.91,0.4,0.09,0.1,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15388,0.64414,0.13447,0.7371,336.42,82.3,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.47,75.26,19.82,-0.04129,0.66256,0.03509,0.74705,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.57,-74.21000000000001,-20.14,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6897082538862775,-1.8358051203957653,-1.6857045972243487,-1.8275729475447873,0.060589560494570475,101.08717402544126
9,06/23/2023 21:18:22.846406,237,static,-0.1,1.05,-0.29,-0.04126,0.66263,0.03521,0.74698,-0.09,1.05,-0.34,-0.04126,0.66263,0.03521,0.74698,-0.1,1.05,-0.32,-0.04126,0.66263,0.03521,0.74698,-0.1,1.05,-0.28,-0.15168,0.65582,0.13687,0.72675,336.42,84.13,0.0,0.91,0.4,0.09,0.1,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15387,0.64417,0.13447,0.73708,336.42,82.3,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.46,75.27,19.8,-0.04127,0.6626,0.03515,0.74701,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.56,-74.22,-20.12,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6895982584447655,-1.8355200576029138,-1.6857045972243487,-1.8275729475447873,0.05801459704762661,101.07550978751252
10,06/23/2023 21:18:22.860429,238,static,-0.1,1.05,-0.29,-0.04123,0.66268,0.03515,0.74694,-0.1,1.05,-0.34,-0.04123,0.66268,0.03515,0.74694,-0.1,1.05,-0.32,-0.04123,0.66268,0.03515,0.74694,-0.1,1.05,-0.28,-0.15179,0.65585,0.137,0.72667,336.4,84.14,0.0,0.91,0.4,0.09,0.1,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15398,0.6442,0.13459,0.73701,336.4,82.31,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.46,75.28,19.79,-0.04122,0.66264,0.03521,0.74697,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.56,-74.23,-20.11,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6895397653705082,-1.835360536844265,-1.6857045972243487,-1.8275729475447873,0.05652168282238753,101.06906756087898
11,06/23/2023 21:18:22.874031,239,static,-0.1,1.05,-0.29,-0.04122,0.66271,0.0351,0.74691,-0.1,1.05,-0.34,-0.04122,0.66271,0.0351,0.74691,-0.1,1.05,-0.32,-0.04122,0.66271,0.0351,0.74691,-0.1,1.05,-0.28,-0.15179,0.65587,0.137,0.72665,336.4,84.14,0.0,0.91,0.4,0.09,0.1,0.0,-0.99,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15398,0.64421,0.1346,0.737,336.4,82.31,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.47,75.26,19.77,-0.04125,0.66267,0.03513,0.74695,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.57,-74.21000000000001,-20.09,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6894158053795278,-1.8351774707386421,-1.6857045972243487,-1.8275729475447873,0.05576861447553753,101.06009525273862
12,06/23/2023 21:18:22.887703,240,static,-0.1,1.05,-0.29,-0.04111,0.66276,0.03508,0.74688,-0.1,1.05,-0.34,-0.04111,0.66276,0.03508,0.74688,-0.1,1.05,-0.32,-0.04111,0.66276,0.03508,0.74688,-0.1,1.05,-0.28,-0.15117,0.6591,0.13767,0.72373,336.4,84.65,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.1537,0.64588,0.13497,0.73553,336.39,82.57,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.48,75.24,19.75,-0.04116,0.66273,0.03512,0.7469,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.57999999999998,-74.19,-20.07,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6892918564328336,-1.8349942877700463,-1.6857045972243487,-1.8275729475447873,0.055013409227742054,101.0511196997763
13,06/23/2023 21:18:22.901647,241,static,-0.1,1.05,-0.29,-0.04098,0.66277,0.03522,0.74687,-0.1,1.05,-0.34,-0.04098,0.66277,0.03522,0.74687,-0.1,1.05,-0.32,-0.04098,0.66277,0.03522,0.74687,-0.1,1.05,-0.28,-0.1511,0.65918,0.13763,0.72368,336.41,84.66,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15364,0.64596,0.13494,0.73548,336.4,82.58,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.5,75.22,19.74,-0.04109,0.66276,0.0351,0.74688,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.6,-74.17,-20.06,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6892194475489009,-1.8349366274725778,-1.6857045972243487,-1.8275729475447873,0.05534005894728503,101.04736639586783
14,06/23/2023 21:18:22.915887,242,static,-0.1,1.05,-0.29,-0.04088,0.66276,0.03532,0.74688,-0.1,1.05,-0.34,-0.04088,0.66276,0.03532,0.74688,-0.1,1.05,-0.31,-0.04088,0.66276,0.03532,0.74688,-0.1,1.05,-0.28,-0.15111,0.65918,0.13764,0.72367,336.41,84.66,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15364,0.64596,0.13494,0.73547,336.4,82.59,0.0,0.91,0.4,0.12,0.13,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.49,75.22,19.76,-0.04098,0.66276,0.03522,0.74688,2.057665890766688,1.9962267651721706,-0.06654640218602553,1.0,0.0,-168.59,-74.17,-20.07,-2.1526658907666882,-0.9462267651721705,-0.24845359781397447,-1.6892848934145341,-1.8350622585683047,-1.6857045972243487,-1.8275729475447873,0.056188604740613754,101.05839699302422
15,06/23/2023 21:18:22.929073,243,static,-0.1,1.05,-0.29,-0.04079,0.66277,0.03543,0.74687,-0.1,1.05,-0.34,-0.04079,0.66277,0.03543,0.74687,-0.1,1.05,-0.31,-0.04079,0.66277,0.03543,0.74687,-0.1,1.05,-0.28,-0.15105,0.65924,0.13761,0.72364,336.42,84.67,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15329,0.64763,0.13525,0.73402,336.41,82.84,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.49,75.21,19.78,-0.04086,0.66277,0.03533,0.74688,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.59,-74.16,-20.09,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.6894018650385538,-1.8353475225924076,-1.6802613756653952,-1.8158055443135632,0.15076031800944062,101.08216695152458
16,06/23/2023 21:18:22.943282,244,static,-0.1,1.05,-0.29,-0.04082,0.66276,0.03543,0.74688,-0.1,1.05,-0.34,-0.04082,0.66276,0.03543,0.74688,-0.1,1.05,-0.31,-0.04082,0.66276,0.03543,0.74688,-0.1,1.05,-0.28,-0.15105,0.65923,0.1376,0.72365,336.42,84.67,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15328,0.64762,0.13524,0.73403,336.41,82.84,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.49,75.22,19.79,-0.04081,0.66278,0.03542,0.74686,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.59,-74.17,-20.099999999999998,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.689460349627947,-1.835439100596507,-1.6802613756653952,-1.8158055443135632,0.15119649215665512,101.08658353580745
17,06/23/2023 21:18:22.957589,245,static,-0.1,1.05,-0.29,-0.04081,0.66276,0.03554,0.74687,-0.1,1.05,-0.34,-0.04081,0.66276,0.03554,0.74687,-0.1,1.05,-0.31,-0.04081,0.66276,0.03554,0.74687,-0.1,1.05,-0.28,-0.1496,0.65948,0.13627,0.72397,336.65,84.66,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.1518,0.64789,0.13393,0.73435,336.64,82.84,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.49,75.22,19.79,-0.04081,0.66277,0.03544,0.74687,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.59,-74.17,-20.099999999999998,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.689460349627947,-1.835439100596507,-1.6802613756653952,-1.8158055443135632,0.15119649215665512,101.08658353580745
18,06/23/2023 21:18:22.970551,246,static,-0.1,1.05,-0.29,-0.04084,0.66274,0.03564,0.74688,-0.1,1.05,-0.34,-0.04084,0.66274,0.03564,0.74688,-0.1,1.05,-0.31,-0.04084,0.66274,0.03564,0.74688,-0.1,1.05,-0.28,-0.14957,0.65949,0.13625,0.72398,336.65,84.66,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15178,0.64789,0.13391,0.73435,336.64,82.84,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.48,75.24,19.81,-0.04079,0.66277,0.03554,0.74687,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.57999999999998,-74.19,-20.119999999999997,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.6895842962381005,-1.8356221689146484,-1.6802613756653952,-1.8158055443135632,0.151949463091405,101.09560952588934
19,06/23/2023 21:18:22.984998,247,static,-0.1,1.05,-0.29,-0.04087,0.66275,0.0358,0.74686,-0.1,1.05,-0.34,-0.04087,0.66275,0.0358,0.74686,-0.1,1.05,-0.31,-0.04087,0.66275,0.0358,0.74686,-0.1,1.05,-0.28,-0.14957,0.65946,0.13623,0.72401,336.66,84.66,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.39,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15177,0.64786,0.13389,0.73438,336.65,82.84,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.39,0.92,-0.05,WorldSpace,0.9980469,168.46,75.28,19.82,-0.04083,0.66275,0.03567,0.74688,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.56,-74.23,-20.13,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.6896567507022409,-1.835611529787793,-1.6802613756653952,-1.8158055443135632,0.1505597156400915,101.09730627535231
20,06/23/2023 21:18:22.998803,248,static,-0.1,1.05,-0.29,-0.04096,0.66275,0.03594,0.74686,-0.1,1.05,-0.34,-0.04096,0.66275,0.03594,0.74686,-0.1,1.05,-0.31,-0.04096,0.66275,0.03594,0.74686,-0.1,1.05,-0.28,-0.151,0.65916,0.13752,0.72374,336.43,84.65,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15322,0.64756,0.13515,0.73412,336.42,82.83,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.44,75.32,19.83,-0.04088,0.66274,0.0358,0.74688,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.54,-74.27,-20.139999999999997,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.6897292211078858,-1.8356009020595911,-1.6802613756653952,-1.8158055443135632,0.1491699220729054,101.0990039027385
21,06/23/2023 21:18:23.012223,249,static,-0.1,1.05,-0.29,-0.04105,0.66273,0.03605,0.74687,-0.1,1.05,-0.34,-0.04105,0.66273,0.03605,0.74687,-0.1,1.05,-0.31,-0.04105,0.66273,0.03605,0.74687,-0.1,1.05,-0.28,-0.15101,0.65916,0.13753,0.72373,336.43,84.65,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15323,0.64756,0.13516,0.73411,336.42,82.83,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.41,75.38,19.83,-0.04095,0.66274,0.03596,0.74687,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.51,-74.33,-20.139999999999997,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.689750195690001,-1.8353969908516763,-1.6802613756653952,-1.8158055443135632,0.14564381366626097,101.09338571155119
22,06/23/2023 21:18:23.026450,250,static,-0.1,1.05,-0.29,-0.04116,0.66265,0.03628,0.74691,-0.1,1.05,-0.34,-0.04116,0.66265,0.03628,0.74691,-0.1,1.05,-0.31,-0.04116,0.66265,0.03628,0.74691,-0.1,1.05,-0.28,-0.15107,0.65919,0.13761,0.72367,336.42,84.66,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.153,0.64918,0.13557,0.73265,336.41,83.09,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.39,75.42,19.83,-0.04107,0.66273,0.03604,0.74687,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.48999999999998,-74.37,-20.139999999999997,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.6897641828358199,-1.8352612203395975,-1.6802613756653952,-1.8158055443135632,0.14329544150119147,101.0896458713319
23,06/23/2023 21:18:23.040304,251,static,-0.1,1.05,-0.29,-0.04134,0.66265,0.03629,0.7469,-0.1,1.05,-0.34,-0.04134,0.66265,0.03629,0.7469,-0.1,1.05,-0.31,-0.04134,0.66265,0.03629,0.7469,-0.1,1.05,-0.28,-0.15115,0.65906,0.13764,0.72377,336.41,84.64,0.0,0.91,0.4,0.09,0.09,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15308,0.64905,0.13559,0.73274,336.4,83.07,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.36,75.5,19.87,-0.04116,0.66266,0.03626,0.74691,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.46,-74.45,-20.18,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.6900192622355361,-1.8354906562538387,-1.6802613756653952,-1.8158055443135632,0.1425549380995207,101.10373844887248
24,06/23/2023 21:18:23.054204,252,static,-0.1,1.05,-0.29,-0.04154,0.66262,0.03638,0.74692,-0.1,1.05,-0.34,-0.04154,0.66262,0.03638,0.74692,-0.1,1.05,-0.31,-0.04154,0.66262,0.03638,0.74692,-0.1,1.05,-0.28,-0.15164,0.65751,0.13751,0.7251,336.38,84.4,0.0,0.91,0.4,0.09,0.1,0.0,-1.0,-0.4,0.92,-0.04,WorldSpace,0.9980469,-0.09,1.05,-0.35,-0.15356,0.64746,0.13543,0.73408,336.37,82.82,0.0,0.91,0.4,0.11,0.12,0.0,-0.99,-0.4,0.92,-0.05,WorldSpace,0.9980469,168.34,75.55,19.83,-0.04139,0.66268,0.03624,0.74688,3.1319036534780267,2.46841918834199,0.03965084505635055,1.0,0.0,-168.44,-74.5,-20.139999999999997,-3.226903653478027,-1.4184191883419899,-0.3546508450563506,-1.689799165027473,-1.8348209044047716,-1.6802613756653952,-1.8158055443135632,0.1358536596760333,101.0772280571755
