,Participant,Task,Trial,Cosine Error,Static Cosine Error,Moving Cosine Error,Euclidean Error,Static Euclidean Error,Moving Euclidean Error,Spatial Precision_Transition,Spatial Precision_Fixation,Spatial Precision_Pursuit,Recalibrated_Euclidean Error,Recalibrated_Static Euclidean Error,Recalibrated_Moving Euclidean Error,Recalibrated_Spatial Precision_Transition,Recalibrated_Spatial Precision_Fixation,Recalibrated_Spatial Precision_Pursuit
2023-08-10 19:32:02,p21_incomplete,calibration,1,2.017351313248889,2.017351313248889,,2.1716622030726795,2.1716622030726795,,3.1325990940199544,0.7958566752455491,,3.3087827590493304,3.3087827590493304,,2.835278444100124,0.71706560515565,
2023-08-10 19:56:00,p21_incomplete,calibration,2,1.449621746134971,1.449621746134971,,1.5273161468406857,1.5273161468406857,,3.0354457534650905,0.45896136282905403,,2.700211075157878,2.700211075157878,,2.696510535877514,0.4211034552882366,
2023-08-10 19:36:32,p21_incomplete,screenStabilized_headConstrained,1,1.527580335171931,2.067174843097153,1.3661503992829447,1.597056909710682,2.1994016369186484,1.4168540550335067,,,0.43190182289791856,2.5667031966998066,3.4533857130014387,2.3014352970860226,,,0.3967890030280808
2023-08-10 19:59:50,p21_incomplete,screenStabilized_headConstrained,2,1.3955552549358865,1.5191845652536542,1.3585692008796015,1.4320099234508483,1.5874799625719171,1.3854981111930214,,,0.5748239059777307,2.479173476282112,3.2916282057102815,2.23611222758892,,,0.5253470146763101
2023-08-10 19:34:10,p21_incomplete,screenStabilized_walking,1,3.056392409453096,3.622080247550841,2.8879396598810527,4.803627366218231,4.519890866031848,4.888119537326365,,,,14.531862923509662,13.766666169506692,14.759726222831878,,,
2023-08-10 19:57:09,p21_incomplete,screenStabilized_walking,2,3.8595548878987582,5.109175011476331,3.4857073163021437,6.024089218713397,9.04997234580472,5.118838864902142,,,,14.999185611391644,17.168326021884734,14.350246098003128,,,
2023-08-10 19:28:05,p21_incomplete,worldStabilized_bodyConstrained,1,1.2786413236067284,1.2236370342493483,1.2951083042043638,1.4309353197968735,1.424432218966281,1.4328821940580074,,,,3.837453851650892,4.986443496872872,3.493473583642649,,,
2023-08-10 19:53:59,p21_incomplete,worldStabilized_bodyConstrained,2,1.6997669528317845,1.2404878947335964,1.8371689979137908,1.9819407189317586,1.5544128529086507,2.1098437924234363,,,,5.191564819448882,6.148562989540329,4.905260657759475,,,
2023-08-10 19:39:21,p21_incomplete,worldStabilized_sphere,1,2.47830332652947,1.8501641059869933,3.2238735194838037,3.3197486682676423,2.2695462572450245,4.566286997065231,,,,12.827005904015149,12.088882123117251,13.703122331314427,,,
2023-08-10 19:48:02,p21_incomplete,worldStabilized_sphere_VR,1,2.836961937594978,2.2320547984791985,3.5574468675591815,3.7347158120068564,2.6576934511619754,5.017521601598775,,,,12.732098761068647,11.981736081972846,13.625830984309305,,,
2023-08-10 20:17:57,p21_incomplete,worldStabilized_sphere_VR,2,3.254611795323357,2.3870399875583654,4.282954388959445,5.193250516941549,3.488712672116872,7.213658340950384,,,,15.240288795263272,14.086914298468908,16.60739652150755,,,
2023-08-10 19:45:12,p21_incomplete,worldStabilized_walking,1,3.7108174283270605,4.31670191228487,3.5299898114932686,5.382071439668277,5.329197682577639,5.397851733999787,,,,15.80438852084116,13.701837178706214,16.4318998015153,,,
