,Participant,Task,Trial,Cosine Error,Static Cosine Error,Moving Cosine Error,Euclidean Error,Static Euclidean Error,Moving Euclidean Error,Spatial Precision_Transition,Spatial Precision_Fixation,Spatial Precision_Pursuit,Recalibrated_Euclidean Error,Recalibrated_Static Euclidean Error,Recalibrated_Moving Euclidean Error,Recalibrated_Spatial Precision_Transition,Recalibrated_Spatial Precision_Fixation,Recalibrated_Spatial Precision_Pursuit
2023-08-11 13:10:51,p23,calibration,1,1.0611539796706329,1.0611539796706329,,1.129502204790405,1.129502204790405,,3.244015721834932,0.45639529469366447,,3.470234315171143,3.470234315171143,,2.839242699104982,0.4039751955796477,
2023-08-11 13:31:00,p23,calibration,2,0.9491605581356559,0.9491605581356559,,0.992304332410003,0.992304332410003,,3.2405483100763295,0.3129105758869184,,3.0719669948188417,3.0719669948188417,,2.8426242431082684,0.27826263519677796,
2023-08-11 13:17:05,p23,screenStabilized_headConstrained,1,1.2798783607704243,1.3339351180783123,1.2636190044728421,1.3384983397439016,1.410546758885449,1.316827396538268,,,0.47568163441654415,3.00909511937112,3.9521081690792235,2.725452778763385,,,0.4234957954376104
2023-08-11 13:36:23,p23,screenStabilized_headConstrained,2,1.1868191332158895,1.1831240550514575,1.1879285080657178,1.2358608893088312,1.2571158915795408,1.2294794911616576,,,0.4187638908499771,2.9560145082907523,3.8473820440314426,2.6883988633437204,,,0.37073779833675297
2023-08-11 13:24:48,p23,screenStabilized_walking,1,2.53280735413371,2.4678626439309324,2.552326664777336,3.786289789668855,3.0647250225637026,4.003158057995024,,,,16.998496194376337,15.131012535050075,17.559773526347957,,,
2023-08-11 13:43:03,p23,screenStabilized_walking,2,3.168036315513801,2.7624016678688865,3.289792119679045,6.193137009874106,4.183746923373647,6.79627805634038,,,,18.779609194611687,18.696759523316057,18.804477455772297,,,
2023-08-11 13:27:07,p23,worldStabilized_bodyConstrained,1,1.341672070813152,1.1384835804078595,1.4027268670321034,1.5803432183119395,1.4012149646110712,1.6341683095114867,,,,4.807735405027323,5.6763198794929295,4.546740070194807,,,
2023-08-11 13:44:44,p23,worldStabilized_bodyConstrained,2,1.4531084610014136,1.17489117557525,1.5367722359879594,1.7551634831682,1.4775014710563126,1.8386602798106417,,,,5.47219134231118,6.355555277653128,5.206551623325091,,,
2023-08-11 13:12:30,p23,worldStabilized_sphere,1,2.4663390051496568,1.4531236496071602,3.6699470387191746,3.536357283440121,1.9733060570537964,5.393120510199531,,,,15.662834757840356,15.173007192642114,16.244705521357098,,,
2023-08-11 13:32:07,p23,worldStabilized_sphere,2,2.2084600274552963,1.4169880638502792,3.148393762800012,3.1137783169675126,1.8430763570592659,4.622834473860596,,,,15.946471949938616,15.666830522770667,16.278567618871577,,,
2023-08-11 13:20:05,p23,worldStabilized_sphere_VR,1,2.4057218277906283,1.535501191339764,3.439995566824913,3.29989746720579,1.9682742293218498,4.882556953250891,,,,15.591210748205118,15.251904874721486,15.99448221723793,,,
2023-08-11 13:38:34,p23,worldStabilized_sphere_VR,2,2.30008476723011,1.4430288868023504,3.3195338909283985,3.1571162955787284,1.8241714410546268,4.742624889492724,,,,16.009185990099354,15.751397540969085,16.315819681748756,,,
2023-08-11 13:29:00,p23,worldStabilized_walking,1,3.544453278182679,3.027732586228032,3.69999431749682,4.855781204990762,6.333116024649197,4.411080234345656,,,,16.693792227562987,16.17622383286765,16.849588438708587,,,
2023-08-11 13:46:42,p23,worldStabilized_walking,2,3.359168639389986,3.009685537855525,3.4641344982591606,5.59239177288919,4.650552430026518,5.875269471714381,,,,17.03541429222869,15.74235564519897,17.423779311474984,,,
